209387,"Centro de Salud ZEPA","Centro de Salud Público","Manzana 5","Lote 15","Por Ruta 19, 2 cuadras pasando Mercado de Abasto",,ZEPA,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209388,"Centro de Salud Bº Yofre Sur","Centro de Salud Público","Padre Luis Monti",,,"C. Villada",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3946152,-64.148398,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209389,"Centro de Salud Bº Ciudad de Mis Sueños","Centro de Salud Público","Ppal - Frente A Policia",,,,,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.4200833,-64.1887761,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209390,"Centro de Salud Ciudad Evita","Centro de Salud Público","Calle Pública",,"Frente a la comisaría",,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209391,"Centro de Encuentro Bº Ituzaingo","Centro de Salud Público","Mza 10 Casa 32 - Bº Parque Ituzaingo",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209392,"Centro de Salud Bº El Chingolo I","Centro de Salud Público","Publica - Manzana K, Lote 7- Bº Chingolo Iii",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209393,"Centro de Salud Ciudad Sol Naciente (Ex Bº La France)","Centro de Salud Público","Manzana 11",,,,"Sol Naciente",Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209394,"Centro de Salud Juan Pablo II","Centro de Salud Público","Av. Neón","Manzana 106",,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209395,"Dispensario Ciudad Villa Retiro","Centro de Salud Público","Manzana 14",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs. ",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209396,"Centro de Salud Ciudad Ferreyra","Centro de Salud Público","Manzana 11",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3727652,-64.2642842,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209397,"Centro de Salud Ciudad de Los Cuartetos","Centro de Salud Público","Lote 1","Manzana 11",,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209398,"Centro de Salud Ciudad Parque de Las Rosas","Centro de Salud Público",Amsterdam,,"Entre Roque Arias y Luis Pasteur",,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4219477,-64.2398417,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209400,"Centro de Salud Ciudad Ampliación Cabildo","Centro de Salud Público","Frente a Manzana 34",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4804898,-64.2268035,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209401,"Centro de Salud Ciudad Esperanza","Centro de Salud Público","Manzana 7",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.3159524,-64.3111644,1,,SI,SI,NO,SI,NO,SI,NO,NO,,,,,,,,,,"24 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209402,"Centro de Salud Bº Renacimiento","Centro de Salud Público",Soto,919,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4208056,-64.1255297,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209403,"Centro de Salud Ciudad de Los Niños","Centro de Salud Público","Manzana 42",,,,"Ciudad de Los Niños",Córdoba,Capital,Córdoba,Argentina,1,,,-31.4200833,-64.1887761,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,"7 a 14 hs.",,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209404,"Cimi-Cecilia Grierson","Centro de Salud Público","Entre Ríos",700,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4210936,-64.1754167,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209405,"Hospital Florencio Diaz","Hospital Público","11 de Septiembre",2900,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4422792,-64.1485262,1,,SI,NO,NO,SI,SI,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209406,"Hospital Materno Neonatal  Ministro Ramon  Carillo","Hospital Público","Manuel Cardeñosa",2900,,,,Córdoba,Córdoba,Córdoba,Argentina,-1,,,-31.3688838,-64.2129993,1,,SI,NO,NO,SI,NO,SI,NO,NO,"434 8355 - 8350 al 58",,,,,,,"434 8355 - 8350 al 58",,"Lunes a viernes de 8 a 17 hs",,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209407,"Hospital Materno Provincial Dr. Raul Felipe Lucini","Hospital Público","Pje. Luis Caeiro",1259,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.423251,-64.1638131,1,,SI,NO,NO,SI,SI,SI,NO,NO,"(0351) 434 8763 / 61",,,,,,,(0351)4348767,,"Lunes a viernes de 8 a 16 hs",,,,,,,,,,,,(0351)4348767,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,(0351)4348767,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209408,"Hospital Misericordia Nuevo Siglo","Hospital Público",Belgrano,1600,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4337054,-64.1962687,1,,SI,NO,NO,SI,SI,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209410,"Hospital Transito Caceres de Allende","Hospital Público",Buchardo,1250,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4045472,-64.1700166,1,,SI,NO,NO,SI,SI,SI,NO,NO,"(0351) 434-2402",,,,,,,,,,,,,,,,,,,,,"(0351) 434-2402",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 434-2402",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209411,"Hospital Nacional de Clínicas","Hospital Público","Santa Rosa",1564,,,Alberdi,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4063164,-64.2037232,1,,SI,SI,NO,SI,SI,SI,NO,NO,"(0351) 434-8759 / 433-7014",,"8 a 20",,,,,(0351)4337051,,"Lunes y Viernes 15 a 17 hs. Miércoles y Jueves 8.30 a 11 hs.",CePAT,,,,,,,,,,,(0351)4337051,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,(0351)4337051,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209412,"Hospital Universitario de Maternidad y Neonatología","Hospital Público","Rodríguez Peña",285,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4087477,-64.1964046,1,,SI,NO,NO,SI,SI,SI,NO,NO,"(0351) 433-2014",,,,,,,"0351 433-2014",,"Lunes a viernes de 8 a 15 hs",,,,,,,,,,,,"0351 433-2014",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"0351 433-2014",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209413,"Municipalidad de Córdoba -Deposito de Farmacia","Organismo público",Salta,567,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4110856,-64.1760975,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209414,"Casa del Joven","Organismo público","León Morra",,,"Americo Vespucio",,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4185575,-64.170827,1,,SI,NO,NO,SI,NO,SI,NO,NO,"(0351) 434-2431/ 434-1113",,,"Responsable: Mónica Fúnes",,,,"(0351) 4342431/1154",,"Lunes a viernes 8 a 14 hs",,,,,,,,,,,,"(0351) 4342431/1154",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4342431/1154",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209415,"Escuela de Policia","Dependiente de FFAA/Seguridad","Av. Don Bosco",3976,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4077559,-64.2361234,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209416,"Senaf-Cs Complejo Esperanza","Organismo público","Camino 60 Cuadras",,,,,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4779396,-64.1478395,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209417,"Direccion de Medicina Preventiva","Organismo público","Santa Rosa",366,,,Centro,Córdoba,Capital,Córdoba,Argentina,1,,,-31.4111905,-64.1874264,1,,SI,SI,NO,SI,NO,SI,NO,NO,"(0351) 4341621",,"Lunes a viernes de 7.30 a 13 hs.",,,"Sala de espera Servicio Ginecología.",,,,"Lunes a Viernes 8 a 12 hs.",CePAT,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0351) 4341621",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209419,"Dispensario Santa Isabel","Centro de Salud Público","Jerónimo Luis de Cabrera",590,,,,Embalse,Calamuchita,Córdoba,Argentina,1,,,-32.2154534,-64.39339,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209420,"Centro de Salud Aguada de Reyes","Centro de Salud Público","Cerro Pistarini",,,"Cerro Tren Rodeo Viejo",,Embalse,Calamuchita,Córdoba,Argentina,1,,,-32.2205737,-64.4011205,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209421,"Dispensario Bº El Pueblito","Centro de Salud Público",Córdoba,,,,"El Pueblito",Embalse,Calamuchita,Córdoba,Argentina,1,,,-32.204975,-64.4008877,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209422,"Dispensario Bº Vª Irupe","Centro de Salud Público",Cultrun,66,,,,Embalse,Calamuchita,Córdoba,Argentina,1,,,-32.1940707,-64.3946074,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209423,"Hospital Municipal La Cruz","Hospital Público","Jose M. B",,,"Velez Sarsfield",,"La Cruz",Calamuchita,Córdoba,Argentina,1,,,-32.3028125,-64.483193,1,,SI,NO,NO,SI,SI,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209424,"Dispensario La Cumbrecita Dr Agustin Caeiro",,"Ppal - Atras del Hotel Las Verbenas",,,,,"La Cumbrecita",Calamuchita,Córdoba,Argentina,-1,,,-31.8991371,-64.7730365,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209425,"Puesto Sanitario Las Bajadas","Centro de Salud Público","Las Bajadas Calamuchita",,,,,"Las Bajadas",Calamuchita,Córdoba,Argentina,1,,,-32.0960278,-64.3304173,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209426,"Dispensario Dr Tomas Bosio - Los Condores","Centro de Salud Público",Sarmiento,637,,,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.3205693,-64.2777213,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209428,"Puesto Sanitario Comuna Lutti","Centro de Salud Público","Zona Rural",,,,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.3184866,-64.7470021,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209429,"Puesto Sanitario Parque Calmayo","Centro de Salud Público","Calle Principal   -  Zona Rural",,,,,Calmayo,Calamuchita,Córdoba,Argentina,1,,,-32.0499992,-64.4666672,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209432,"Cs Comunal de San Ignacio",,"Los Senilleros",,,"Los Canarios ",,"San Ignacio",Calamuchita,Córdoba,Argentina,-1,,,-32.14977,-64.4948224,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209433,"Dispensario Municipal Vª Incor",,"Calle 1",,,34,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,-1,,,-32.0851498,-64.5381424,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209434,"Dispensario Vª Strada","Centro de Salud Público","Los Jilgueros",,," Piquito de Oro",,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.0636798,-64.5569397,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209435,"Dispensario Bº Santa Monica","Centro de Salud Público","Alfonsina Storni ",,,"Al Lado de La Cooperativa",,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.071006,-64.5358835,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209436,"Dispensario El Portezuelo","Centro de Salud Público","Enrique Cadicamo",149,,,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.071006,-64.5358835,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209437,"Dispensario Santa Rosa del Rio","Centro de Salud Público","Av. Costanera Río Suquía",,,,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.0577585,-64.5613157,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209438,"Hospital Provincial Eva Perón","Hospital Público",RP5,,,,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.0688499,-64.5294071,1,,SI,SI,NO,SI,SI,SI,NO,NO,"(03546) 426684 / 83",,,,,,,"(03546) 426684 / 83",,"Lunes a viernes 9 a 16 hs",,,,,,,,,,,,"(03546) 426684 / 83",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(03546) 426684 / 83",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209440,"Dispensario Vª Amancay","Centro de Salud Público",RP23,,,,,"La Cruz",Calamuchita,Córdoba,Argentina,1,,,-32.1894557,-64.5657212,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209441,"Centro de Salud Villa Berna","Centro de Salud Público","Los Tabaquillos",,,,,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-31.928449,-64.597546,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209442,"Centro de Salud E. Bertholet","Centro de Salud Público","Bv. Hipólito Irigoyen",,,"Córdoba ",,"Santa Rosa De Calamuchita",Calamuchita,Córdoba,Argentina,1,,,-32.1778835,-64.4592783,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209443,"Dispensario Arturo Illia","Centro de Salud Público",Corrientes,61,,,,"Villa General Belgrano",Calamuchita,Córdoba,Argentina,1,,,-31.9846704,-64.562003,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,(03546)461308,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209444,"Dispensario Dr Pereyra Corvalan","Centro de Salud Público","Río Medio",360,,,,"Villa General Belgrano",Calamuchita,Córdoba,Argentina,1,,,-31.9668535,-64.5463032,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209446,"Dispensario Municipal Eberto Torres - Vª Yacanto","Centro de Salud Público","Av. José Marrero",,,,,"Villa Yacanto",Calamuchita,Córdoba,Argentina,1,,,-32.0999257,-64.7610158,1,,SI,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
