<<<<<<< HEAD
<<<<<<< HEAD
209936,"Dispensario Comunal","Centro de Salud Público","Los Pinos",,,"Ruta 5",,"Villa María","General San Martín",Córdoba,Argentina,1,,,-32.4414606,-63.2251828,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209937,"Dispensario De La Comuna De Villa Del Prado","Centro de Salud Público","Calle 20",,,"Avenida 1",,"Villa del Prado","Santa María",Córdoba,Argentina,1,,,-31.6213678,-64.3940702,1,,SI,NO,NO,SI,NO,SI,NO,"(03547) 422543",,,,,,,,,,,,,,,,,,,,,"(03547) 422543",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03547) 422543",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209939,"Dispensario Vª Los Aromos","Centro de Salud Público","Publica A 3 Cuadras Atras Del Hotel Los Aromos",,,,,"Villa Los Aromos","Santa María",Córdoba,Argentina,1,,,-31.7358549,-64.437577,1,,SI,NO,NO,SI,NO,SI,NO,"(03547) 494392",,,,,,,,,,,,,,,,,,,,,"(03547) 494392",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03547) 494392",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209940,"Puesto Sanitario Villa Parque Santa Ana","Centro de Salud Público","Avenida Rivadavia",,,14,,"Villa Parque Santa Ana","Santa María",Córdoba,Argentina,1,,,-31.5918372,-64.3492851,1,,SI,NO,NO,SI,NO,SI,NO,"(03547) 481156",,,,,,,,,,,,,,,,,,,,,"(03547) 481156",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03547) 481156",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209941,"Dispensario Villa San Isidro","Centro de Salud Público","Ruta ""E 56"", Km 12",,,,,"Villa San Isidro","Santa María",Córdoba,Argentina,1,,,-31.8209628,-64.3911155,1,,SI,NO,NO,SI,NO,SI,NO,"(03547) 489764",,,,,,,,,,,,,,,,,,,,,"(03547) 489764",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03547) 489764",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209942,"Centro Medico San Pantaleon","Centro de Salud Público","San Martin",,,"El Arroyo",,Caminiaga,Sobremonte,Córdoba,Argentina,1,,,-30.0680047,-64.0512167,1,,SI,NO,NO,SI,NO,SI,NO,"(03521) 481001",,,,,,,,,,,,,,,,,,,,,"(03521) 481001",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03521) 481001",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209943,"Centro de Salud Cerro Colorado","Centro de Salud Público","Calle Publica",,,,,"Cerro Colorado","Río Seco",Córdoba,Argentina,1,,,-30.0955431,-63.9321904,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción del embarazo ",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209944,"Puesto Sanitario De Chuña Huasi","Centro de Salud Público","Pública - Alt. Ruta P.18, Km 20 De Sfde Chañar",,,,,"Chuña Huasi",Sobremonte,Córdoba,Argentina,1,,,-29.9354323,-64.1133202,1,,SI,NO,NO,SI,NO,SI,NO,"(03522) 461001",,,,,,,,,,,,,,,,,,,,,"(03522) 461001",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03522) 461001",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209946,"Dr Salvador Scavuzzo",,Castelli,407,,,,Almafuerte,"Tercero Arriba",Córdoba,Argentina,-1,,,-32.1940304,-64.2506899,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209947,"Dispensario Municipal Colonia Almada","Centro de Salud Público","Tristan Almada",229,,,,"Colonia Almada","Tercero Arriba",Córdoba,Argentina,1,,,-32.0337434,-63.8641926,1,,SI,NO,NO,SI,NO,SI,NO,"(03532) 494045-FAX 03532-494045",,,,,,,,,,,,,,,,,,,,,"(03532) 494045-FAX 03532-494045",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03532) 494045-FAX 03532-494045",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209948,"Disp. Munic. Corralito","Centro de Salud Público",Sarmiento,382,,,,Corralito,"Tercero Arriba",Córdoba,Argentina,-1,,,-32.024715,-64.1905586,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209949,"D. Dalmacio Velez","Centro de Salud Público","Velez Sarsfield",617,,,,"Dalmacio Vélez Sarsfield","Tercero Arriba",Córdoba,Argentina,-1,,,-32.6107382,-63.5855446,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209950,"Centro de Salud Gral Fotheringham","Centro de Salud Público","San Juan",182,,,,"General Fotheringham","Tercero Arriba",Córdoba,Argentina,1,,,-32.3232931,-63.8693848,1,,SI,NO,SI,SI,NO,SI,NO,"(03571) 496-030 CABINA PÚB.",,,,,,,,,,,,,,"(03571) 496-030 CABINA PÚB.",,,,,,,"(03571) 496-030 CABINA PÚB.",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03571) 496-030 CABINA PÚB.",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209951,"Hosp Munic Dr Pascual Tirro - Hernando","Hospital Público",Nicaragua,750,,,,Hernando,"Tercero Arriba",Córdoba,Argentina,-1,,,-32.4175044,-63.7333093,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209952,"Dispensario Municipal James Craik","Centro de Salud Público","Bv. La Plata",517,,,,"James Craik","Tercero Arriba",Córdoba,Argentina,1,,,-32.1595997,-63.4627584,1,,SI,NO,SI,SI,NO,SI,NO,"(0353) 4970326 ",,,,,,,,,,,,,,"(0353) 4970326 ",,,,,,,"(0353) 4970326 ",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(0353) 4970326 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209953,"Centro de Salud Las Isletillas","Centro de Salud Público","Adalmo Boretto - Anexo A Comuna",,,,,"Las Isletillas","Tercero Arriba",Córdoba,Argentina,1,,,-32.5102427,-63.9301474,1,,SI,NO,SI,SI,NO,SI,NO,"(0353) 4871001",,,,,,,,,,,,,,"(0353) 4871001",,,,,,,"(0353) 4871001",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(0353) 4871001",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209954,"Hospital Municipal Dr Alfredo Garimaldi","Hospital Público",Sarmiento,676,,,,"Las Perdices","Tercero Arriba",Córdoba,Argentina,1,,,-32.6991724,-63.7068472,1,,SI,NO,SI,SI,SI,SI,NO,"(0353) 4940005",,,,,,,,,,,,,,"(0353) 4940005",,,,,,,"(0353) 4940005",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(0353) 4940005",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209955,"Cic Las Perdices","Centro de Salud Público","Mariano Moreno",,,"Eva Perón",,"Las Perdices","Tercero Arriba",Córdoba,Argentina,1,,,-32.6972334,-63.7049856,1,,SI,NO,SI,SI,NO,SI,NO,"(0353) 4940233/000- 4941512 -154120861 ",,,,,,,,,,,,,,"(0353) 4940233/000- 4941512 -154120861 ",,,,,,,"(0353) 4940233/000- 4941512 -154120861 ",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(0353) 4940233/000- 4941512 -154120861 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209956,"Dispensario Municipal Los Zorros","Centro de Salud Público",Sabatini,335,,,,"Los Zorros","Tercero Arriba",Córdoba,Argentina,-1,,,-32.0457417,-63.2023575,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209961,"Dispensario Municipal Santo Tomas","Centro de Salud Público","San Juan",219,,,,"Pampayasta sud","Tercero Arriba",Córdoba,Argentina,1,,,-32.26305,-63.654961,1,,SI,NO,SI,SI,NO,SI,NO,"(03532) 491041/043 munic-491299 caps",,,,,,,,,,,,,,"(03532) 491041/043 munic-491299 caps",,,,,,,"(03532) 491041/043 munic-491299 caps",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03532) 491041/043 munic-491299 caps",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209962,"Centro de Salud Punta De Agua","Centro de Salud Público","25 De Mayo",357,,,,"Punta de Agua","Tercero Arriba",Córdoba,Argentina,-1,,,-32.5760951,-63.8109109,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209963,"Centro de Salud Nº 06 Int. Magnasco","Centro de Salud Público",Diaguitas,181,,,,"Río Tercero","Tercero Arriba",Córdoba,Argentina,1,,,-32.1648989,-64.1025949,1,,SI,NO,NO,SI,NO,SI,NO,"(03571) 424888",,,,,,,,,,,,,,,,,,,,,"(03571) 424888",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03571) 424888",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209964,"Centro Asistencial Municipal Nº 02 Bº Castagnino","Centro de Salud Público","Juan B. Justo",213,,,,"Río Tercero","Tercero Arriba",Córdoba,Argentina,-1,,,-32.1802392,-64.1213911,1,,SI,NO,NO,SI,NO,SI,NO,"(03571) 439263",,,,,,,,,,,,,,,,,,,,,"(03571) 439263",,,,,,,,,,,,,,"(03571) 439263",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209966,"Cs Nº 01 Monte Grande","Centro de Salud Público","Narciso Laprido",,,"21 De Febrero",,"Río Tercero","Tercero Arriba",Córdoba,Argentina,-1,,,-32.1766541,-64.1130995,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209968,"Centro de Salud Nº 08 Parque Monte Grande","Centro de Salud Público","Antonio del Viso",259,,,,"Río Tercero","Tercero Arriba",Córdoba,Argentina,-1,,,-32.1650702,-64.1549035,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209969,"Centro de Salud Nº 07 Panamericano",,"Río Amazonas",350,,,,"Río Tercero","Tercero Arriba",Córdoba,Argentina,-1,,,-32.1716934,-64.0952655,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209970,"Centro de Salud Nº 03 - Escuela",,"Diego de Rojas",,,"L Lugones",,"Río Tercero","Tercero Arriba",Córdoba,Argentina,-1,,,-32.166608,-64.1253932,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209971,"Centro de Salud Municipal Nº 12 Bº El Libertador","Centro de Salud Público",Tucumán,45,,,,"Río Tercero","Tercero Arriba",Córdoba,Argentina,1,,,-32.1691323,-64.1322732,1,,SI,NO,SI,SI,NO,SI,NO,"(03571) 420149",,,,,,,,,,,,,,"(03571) 420149",,,,,,,"(03571) 420149",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03571) 420149",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209972,"Hospital Provincial Rio Tercero","Hospital Público","12 de Octubre",449,,,,"Río Tercero","Tercero Arriba",Córdoba,Argentina,1,,,-32.1786625,-64.1073489,1,,SI,NO,SI,SI,SI,SI,NO,"(03571) 439203",,,,,,,,,,,,,,"(03571) 439203",,,,,,,"(03571) 439203",,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,"(03571) 439203",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209973,"Hospital Vecinal De Tancacha","Hospital Público",Catamarca,360,,,,Tancacha,"Tercero Arriba",Córdoba,Argentina,-1,,,-32.2443412,-63.9816529,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209974,"Cs Ambulatorio (Ex Disp Municipal Ascasubi)",,"Brower de Koning",145,,,,"Villa Ascasubi","Tercero Arriba",Córdoba,Argentina,-1,,,-32.165199,-63.8923963,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209975,"Dispensario Candelaria Sud","Centro de Salud Público",Pública,,," Al Lado De La Comuna",,"Candelaria Sud",Totoral,Córdoba,Argentina,1,,,-30.8294217,-63.8034068,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209976,"D.M. Cañada De Luque",,"Malvinas Argentinas",,,"9 De Julio",,"Cañada De Luque",Totoral,Córdoba,Argentina,-1,,,-30.7337327,-63.7241996,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209977,"Dispensario Sala Ntra Sra De La Merced","Centro de Salud Público","Leopoldo Reyna",,,"1º De Mayo",,"Capilla de Sitón",Totoral,Córdoba,Argentina,1,,,-30.5833302,-63.716671,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209978,"Dispensario Municipal","Centro de Salud Público",Pública,,,"Frente A La Escuela B. Rivadavia",,"La Pampa",Totoral,Córdoba,Argentina,1,,,-30.9344374,-64.2816443,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209979,"Centro de Salud Las Peñas","Centro de Salud Público","Libero Centurion",240,,,,"Las Peñas",Totoral,Córdoba,Argentina,1,,,-30.5635966,-63.9995789,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209980,"Ps San Jorge",,"Principal -Zona Rural",,,,,"San Jorge",Totoral,Córdoba,Argentina,-1,,,-30.9075858,-64.3157564,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
