210715,"Las Colonias - Agrelo","Centro de Salud","Francisco Cobos",,,Funes,Agrelo,Agrelo,"Luján De Cuyo",Mendoza,Argentina,1,,,-33.1194013,-68.8868944,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210716,Potrerillos,"Centro de Salud",Publica,,,,Potrerillos,Potrerillos,"Luján De Cuyo",Mendoza,Argentina,1,,,-32.9507408,-69.2056274,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210717,Agrelo,"Centro de Salud","San Martin",8995,,,Agrelo,Agrelo,"Luján De Cuyo",Mendoza,Argentina,1,,,-33.1222255,-68.8892977,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210718,"Carrizal Arriba","Centro de Salud",RP16,,,,"Lujan De Cuyo","Luján De Cuyo","Luján De Cuyo",Mendoza,Argentina,1,,,-33.2030205,-68.8900736,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210719,"Centro Nº 37 - Carrizal De Abajo","Centro de Salud",RP16,,,,"Lujan De Cuyo","Luján De Cuyo","Luján De Cuyo",Mendoza,Argentina,1,,,-33.2030205,-68.8900736,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210720,"C.S. 202 Perdriel Lujan","Centro de Salud",Güemes,3973,,,"Lujan De Cuyo","Luján De Cuyo","Luján De Cuyo",Mendoza,Argentina,1,,,-33.0351651,-68.9690798,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210721,"Los Olivos","Centro de Salud","Manuel A Sáenz",8253,,,"Luján de Cuyo","Luján De Cuyo","Luján De Cuyo",Mendoza,Argentina,1,,,-32.962183,-68.8431616,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210722,"Costa Flores","Centro de Salud","Barrio Costa Flores Manz C13 -- Pa. Del Oeste",,,,Perdrel,Perdrel,"Luján De Cuyo",Mendoza,Argentina,1,,,-33.0764292,-68.8868944,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210723,"Posta Novero","Posta ó Puesto Sanitario","Escuela Noveró El Alto Ugarteche",,,,Ugarteche,Ugarteche,"Luján De Cuyo",Mendoza,Argentina,1,,,-33.2231933,-68.8938532,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210724,"60 - Gral Gutierrez","Centro de Salud","Calle J A Maza Nte.",36,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9350375,-68.779736,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210725,"Bº Mauyeri","Centro de Salud",Gutiérrez,,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9528469,-68.7899203,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210726,"155 - Maipu","Centro de Salud","Bartolome Mitre",342,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.982058,-68.7842881,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210727,"Cs Nº 56 - Rodeo Del Medio","Centro de Salud","Carril Nacional",4786,,,"Rodeo del Medio","Rodeo Del Medio",Maipú,Mendoza,Argentina,1,,,-32.9948019,-68.6859285,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210728,Coquimbito,"Centro de Salud","Bra. Nacional",98,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9846649,-68.7884399,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210729,"Isla Chica","Centro de Salud","Calle Isla Chicas",,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9846649,-68.7884399,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210730,Jume,"Centro de Salud","Las Barrancas",,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9883108,-68.7948255,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210731,Recoaro,"Centro de Salud","Videla Aranda",2400,,,Maipu,Maipú,Maipú,Mendoza,Argentina,1,,,-33.0332984,-68.7695397,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210732,"Villa Seca","Centro de Salud","Carril P.Moreno B° Jesus Nazareno Ma Cs",,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9846649,-68.7884399,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210733,"Bº Condor Y Andes","Centro de Salud","Los Artesanos",1510,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9635825,-68.8170311,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210734,Titarelli,"Centro de Salud","Las Margaritas",,,Titarelli,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9930008,-68.7727411,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210735,"Gral. Ortega","Centro de Salud","Julio Argentino Roca",3910,,,Maipu,Maipu,Guaymallén,Mendoza,Argentina,1,,,-32.8932821,-68.7722397,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210736,"Cruz De Piedra","Centro de Salud","Videla Aranda",469,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-33.030504,-68.7791431,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210737,Lunlunta,"Centro de Salud","J. A. Maza",8035,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9631514,-68.7907881,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210738,Barrancas,"Centro de Salud","El Alto",6996,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9846649,-68.7884399,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210739,"San Roque","Centro de Salud",Lamadrid,434,,,Maipu,Maipu,Guaymallén,Mendoza,Argentina,1,,,-32.9031284,-68.8322749,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210740,"Santa Blanca","Centro de Salud","Santa Blanca",1263,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-33.0457561,-68.6124868,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210741,"Cs Tropero Sosa","Centro de Salud","Entre Rios Al Lado De La Escuela Y La Policia",,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-32.9846649,-68.7884399,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210742,Chachingo,"Centro de Salud","Videla Aranda",,,,Maipú,Maipú,Maipú,Mendoza,Argentina,1,,,-33.030504,-68.7791431,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210743,"Hospital Alfredo Metroux",Hospital,España,162,,,Maipu,Maipú,Maipú,Mendoza,Argentina,1,,,-33.0066539,-68.6503861,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210744,129,"Centro de Salud","L. Tejedor",,,,Malargüe,Malargüe,Malargüe,Mendoza,Argentina,1,,,-35.4825436,-69.5907488,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210745,"Ranquil Norte","Centro de Salud","Río Barrancas",,,,Malargüe,Malargüe,Malargüe,Mendoza,Argentina,1,,,-35.474055,-69.5691056,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210746,"Agua Escondida - Cs Nº 126","Centro de Salud","Ruta 186",,,"9 De julio","Agua Escondida","Agua Escondida",Malargüe,Mendoza,Argentina,1,,,-36.1547199,-68.3018811,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210747,"Cs Nº 177 - Francisco Luskar","Centro de Salud","Ruta 40 Sur Y Santa Fe - Bº Virgen Del Carmen",,,,Malargüe,Malargüe,Malargüe,Mendoza,Argentina,1,,,-35.484462,-69.5797495,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210748,"67 - Medrano","Centro de Salud","San Juan",,,,Medrano,Medrano,Rivadavia,Mendoza,Argentina,1,,,-33.1822662,-68.6151946,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210749,"El Mirador","Centro de Salud","San Juan",,,"Cano Guillermo","El Mirador","El Mirador",Rivadavia,Mendoza,Argentina,1,,,-33.3200353,-68.3297687,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210750,"Los Arboles","Centro de Salud","Rio Bamba",,,,"Los Arboles","Los Arboles",Rivadavia,Mendoza,Argentina,1,,,-33.1833305,-68.5666809,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210751,"La Central","Centro de Salud","M. Moreno",,,,Rivadavia,Rivadavia,Rivadavia,Mendoza,Argentina,1,,,-33.1956149,-68.46804,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210752,"Santa Maria De Oro","Centro de Salud","B° Juana Arzurduy, D-13",,,,Rivadavia,Rivadavia,Rivadavia,Mendoza,Argentina,1,,,-33.1959908,-68.4661473,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210753,"La Libertad","Centro de Salud",Rivadavia,,,,Rivadavia,Rivadavia,"Mendoza Capital",Mendoza,Argentina,1,,,-32.890543,-68.8468819,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210754,"Cs Nº 315 - Andrade","Centro de Salud","Circunvalacion Sur",,,,Andrade,Andrade,Rivadavia,Mendoza,Argentina,1,,,-33.1833305,-68.5166702,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210755,"Cs Nº 336 - La Forestal","Centro de Salud",Rivadavia,,,,Rivadavia,Rivadavia,"Mendoza Capital",Mendoza,Argentina,1,,,-32.890543,-68.8468819,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210756,"B° Rivadavia","Centro de Salud",Rivadavia,,,,Capital,Capital,"Mendoza Capital",Mendoza,Argentina,1,,,-32.890543,-68.8468819,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210757,"Cs Albarracin Godoy","Centro de Salud","Calle Publica Mf C18 F18. Barrio Albarracin",,,,"El Mirador","El Mirador",Rivadavia,Mendoza,Argentina,1,,,-33.3200353,-68.3297687,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210758,"101 - Dr Jose Mendez","Centro de Salud","Ejercito de los Andes",588,,,"La Consulta","La Consulta","San Carlos",Mendoza,Argentina,1,,,-33.7322724,-69.127008,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210759,"San Carlos - Cs Nº 99","Centro de Salud","San Martín",189,,,"San Carlos","San Carlos","San Carlos",Mendoza,Argentina,1,,,-33.7730504,-69.0398394,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210760,Capiz,"Centro de Salud","Los Baños ",,,,"San Carlos","San Carlos","San Carlos",Mendoza,Argentina,1,,,-33.6682811,-68.9800719,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210761,Chilecito,"Centro de Salud","San Martín",565,,,"San Carlos","San Carlos","San Carlos",Mendoza,Argentina,1,,,-33.8928836,-69.0693566,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210762,"Faustino Gil","Centro de Salud","Ruta 40 Km 121",,,,Pareditas,Pareditas,"San Carlos",Mendoza,Argentina,1,,,-33.9426032,-69.0785906,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210763,"Ivan Cane","Centro de Salud",RN40,,,,"San Juan","San Juan",Lavalle,Mendoza,Argentina,1,,,-32.257005,-68.5103732,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210764,"Paso De Las Carretas","Centro de Salud","Ruta 40, Km. 128",,,,"San Carlos","San Carlos","San Carlos",Mendoza,Argentina,1,,,-34.0166667,-69.0166667,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210765,"El Cepillo","Centro de Salud","J. Nestor Lencinas",,,,"San Carlos","San Carlos","San Carlos",Mendoza,Argentina,1,,,-33.771438,-69.040948,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210766,"Hospital Victorino Tagarelli",Hospital,"Bernardo Quiroga",109,,,"Eugenio Bustos","Eugenio Bustos","San Carlos",Mendoza,Argentina,1,,,-33.7795041,-69.0657831,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210767,"Cs Nº 83 - Chapanay","Centro de Salud",Sarmiento,,,Mendoza,Chapanay,Chapanay,"San Martín",Mendoza,Argentina,1,,,-32.9830323,-68.4662025,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210768,"La Colonia","Centro de Salud",Uruguay,150,,,"San José","San José",Guaymallén,Mendoza,Argentina,1,,,-32.8852609,-68.8265637,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210769,"Centro De Salud N° 50 Hilda Tonini","Centro de Salud","Hugo Barbani",,,,"San Martín","San Martín","San Martín",Mendoza,Argentina,1,,,-33.0806497,-68.47057,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210770,"Tres Porteñas","Centro de Salud",Bayo,,,,"Tres Porteñas","Tres Porteñas","San Martín",Mendoza,Argentina,1,,,-32.8996427,-68.3886331,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210771,"Felix Fernandez","Centro de Salud",Sullivans,,,,"San Martín","San Martín","San Martín",Mendoza,Argentina,1,,,-33.0806497,-68.47057,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210772,"Cs Nº 190 - Rio Mendoza","Centro de Salud",Rivadavia,,,Herraiz,"San Martín","San Martín","San Martín",Mendoza,Argentina,1,,,-33.0592872,-68.5634287,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210773,"C.S. Barrio Lopez","Centro de Salud",II,,,,"San Martín","San Martín","San Martín",Mendoza,Argentina,1,,,-33.0767043,-68.4961189,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210774,"Centro De Salud N° 195. Dr. Enrique Alvarez","Centro de Salud","Av. Libertador",1354,,,"San Martín","San Martín","San Martín",Mendoza,Argentina,1,,,-33.0564751,-68.5484854,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210775,"Villa Adela - Cs Nº 207","Centro de Salud",Rivero,188,,,"San Martín","San Martín","San Martín",Mendoza,Argentina,1,,,-33.0806497,-68.47057,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210776,"Cs Nº 208 - El Central","Centro de Salud",Necochea,,,,"San José","San José",Guaymallén,Mendoza,Argentina,1,,,-32.88896,-68.820527,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210777,"B° Ferroviario","Centro de Salud","Calle Jacaranda . Manzana ""J"", Casa ""9""",,,,Palmira,Palmira,"San Martín",Mendoza,Argentina,1,,,-33.0503912,-68.5610138,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210778,"Cuadro Nacional","Centro de Salud","Los Cedros",,,Laprida,"San Rafael","San Rafael","San Rafael",Mendoza,Argentina,1,,,-34.6126113,-68.2725802,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210779,"Cs Nº 183 - Barrio Valle Grande","Centro de Salud","Irene Curie",,,"San Lorenzo","San Rafael","San Rafael","San Rafael",Mendoza,Argentina,1,,,-34.6364566,-68.3342459,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
210780,"Capitan Montoya","Centro de Salud","Sol Naciente",,,,"Las Paredes","Las Paredes","San Rafael",Mendoza,Argentina,1,,,-34.583333,-68.45,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
