<<<<<<< HEAD
145632,"Centro de Salud Francisco Ramirez (las Guachas)","Centro de Salud Público","Zona Rural Las Guachas",,,,"Las Guachas","Las Guachas",Tala,"Entre Ríos",Argentina,1,,,-32.466671,-59.1666718,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Lopez Baridon Monica (mp 6857)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145642,"Centro de Salud Giacomotti","Centro de Salud Público",Urquiza,900,,,"Concepción Del Uruguay","Concepción Del Uruguay",Uruguay,"Entre Ríos",Argentina,1,,,-32.472994,-58.2354826,1,0.9,SI,NO,NO,NO,NO,NO,NO,"(03442) 422464",,"7 a 18 hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145652,"Centro de Salud Gobernador Laurencena","Centro de Salud Público","Presidente Perón",,,Mantaras,Aranguren,Aranguren,Nogoyá,"Entre Ríos",Argentina,1,,,-32.2439485,-60.1616949,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03436) 498991",,,"Marcelo Monzón",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145662,"Centro de Salud Gobernador Raul Uranga","Centro de Salud Público","Avda. Presidente Nicolás Avellaneda",,,"Entre Ríos","Aldea Brasilera","Aldea Brasilera",Diamante,"Entre Ríos",Argentina,1,,,-31.89025809999999,-60.591271,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03443) 4853999",,,"Herdt Oscar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145672,"Centro de Salud Griffoni","Centro de Salud Público","3 De Febrero",,,Perón,Nogoya,Nogoya,Nogoyá,"Entre Ríos",Argentina,1,,,-32.3901919,-59.7931152,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03435) 421185",,,"Dr. Romero Roberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145682,"Centro de Salud Guillermo Von Wernich","Centro de Salud Público","Ruta 22",,,,Yuquerí,Yuquerí,Concordia,"Entre Ríos",Argentina,1,,,-31.3825381,-58.11958660000001,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0345) 499201",,,"Sola Cesar Leonardo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145692,"Centro de Salud Hospital Dangelo","Centro de Salud Público",Palma,,,"Los Chanas",,Paraná,Paraná,"Entre Ríos",Argentina,1,,,-31.7451391,-60.550591,1,0.7,SI,NO,NO,NO,NO,NO,NO,,,"Todos los días 24 hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145702,"Centro de Salud Hermana Catalina","Centro de Salud Público","Islas De Ibicuy",30,,,"Barrio Atra Iii","Barrio Atra Iii",Paraná,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,SI,NO,SI,NO,NO,NO,NO,"(0343) 4330969",,"Lun a Vie de 7 a 18 hs.",,,,,,,,,,,,"(0343) 4330969",centrodesaludhermanacatalina@hotmail.com,,"Dr. Amaya Diego Raúl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145712,"Centro de Salud Hipólito Irigoyen","Centro de Salud Público",Lantelme,2231,,,Colón,Colón,Colón,"Entre Ríos",Argentina,1,,,-32.2354709,-58.1521684,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,marcosluciani@hotmail.com,,"Lenner Luciani Carlos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145722,"Centro de Salud Horacio Etcheverry","Centro de Salud Público","6 Distrito",,,,"Tres Bocas","Tres Bocas",Gualeguay,"Entre Ríos",Argentina,1,,,-32.7310219,-59.7518883,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Mario Moreno",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145732,"Centro de Salud Isletas ( San Lorenzo )","Centro de Salud Público","Calle Pública  - Isletas (zona Rural)",,,,Isletas,Diamante,Diamante,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03435) 491101",,,"Vidal Rigoberto",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145752,"Centro de Salud Jesus Nazareno","Centro de Salud Público",Brown,1950,,"Pte Illia)",Concordia,Concordia,Concordia,"Entre Ríos",Argentina,1,,,-31.3733008,-58.0178038,1,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0345) 4272503",,,"Dra Calbo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145762,"Centro de Salud Jorge Newbery","Centro de Salud Público","Av. Jorge Newbery ",716,,"Gonzalo De Berseo",Paraná,Paraná,Paraná,"Entre Ríos",Argentina,1,,,-31.7777291,-60.48693110000001,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0343) 4262564",,,"Guillermo Cesar Zanuttini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145772,"Centro de Salud Juan Baggio","Centro de Salud Público","Güemes ",1099,,"España - Bº Villa Maria",Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-32.9945719,-58.5502391,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 434515",,,"Dr Jorge Roko",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145782,"Centro de Salud Juan Carlos Manassero","Centro de Salud Público","Ruta  11",,,,"Rincón Del Doll",Victoria,Victoria,"Entre Ríos",Argentina,1,,,-32.4333305,-60.38333129999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03436) 421677",,,"Steeg Claudia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145792,"Centro de Salud Juan H. Ghiano","Centro de Salud Público","25 De Mayo",864,,,Nogoya,Nogoya,Nogoyá,"Entre Ríos",Argentina,1,,,-32.4022574,-59.7878304,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03435) 422425",,,"Jorge Guillermo Marche",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145802,"Centro de Salud Juan Jose Franco","Centro de Salud Público","Boulevard Montana",,,"Saenz Peña - 1º De Mayo",Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-33.0077778,-58.5111667,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 424162",centrodesaludjjfranco@hormail.com,,"Dra. Wessolowski Natalia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145812,"Centro de Salud Juan Peron","Centro de Salud Público","Prof. Gianello",,,"Ruta 136",Gualeguay,Gualeguay,Gualeguay,"Entre Ríos",Argentina,1,,,-33.1503285,-59.31046849999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03444) 428396",,,"Dr. Marcelo Hoffman",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145822,"Centro de Salud Justo Jose De Urquiza (nogoya)","Centro de Salud Público","Boulevard Saldaña Retamar",,,,"Crucesitas 7° Sección","Crucesitas 7° Sección",Nogoyá,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"CABINA PÚBLICA (0343) 4920893 (ROSARIO RAMIREZ)",,,"Santos Franccedini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145832,"Centro de Salud La Bianca","Centro de Salud Público","Hipólito Yrigoyen",,,"Cabo Gonzalez",Concordia,Concordia,Concordia,"Entre Ríos",Argentina,1,,,-31.3913921,-58.01743399999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0345) 4251188",,,"Maldini Viviana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145842,"Centro de Salud La Concepcion","Centro de Salud Público","Malvar Y Pinto",,,"21 De Noviembre","Concepción Del Uruguay","Concepción Del Uruguay",Uruguay,"Entre Ríos",Argentina,1,,,-32.4928665,-58.23406219999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03442) 15405818",,,"Coord. Luis Quinteros",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145852,"Centro de Salud Luis A. Gianotti","Centro de Salud Público","Los Cardenales",513,,,"Oro Verde","Oro Verde",Paraná,"Entre Ríos",Argentina,1,,,-31.8227956,-60.517374,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0343) 4975993",,,"Viviana T. Solier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145862,"Centro de Salud Luis Maradey","Centro de Salud Público","2da Sección Chacras",,,,Gualeguay,Gualeguay,Gualeguay,"Entre Ríos",Argentina,1,,,-33.1503285,-59.31046849999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Enf Aguirre Maria Susana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145872,"Centro de Salud Luisa Weber","Centro de Salud Público","Centro Cívico Junta De Gobierno",,,,"Crucesitas 8° Sección","Crucesitas 8° Sección",Nogoyá,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03435) 421004",,,"Dra. Vallejo Carminia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145882,"Centro de Salud Madre Teresa","Centro de Salud Público","Zona Rural",,,,"Distrito El Sauce","Distrito El Sauce",Nogoyá,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Dra Comelli Rocio",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145892,"Centro de Salud Madre Teresa De Calcuta","Centro de Salud Público","General Pancho Ramirez",,,,Rocamora,"Concepción Del Uruguay",Uruguay,"Entre Ríos",Argentina,1,,,-32.3465004,-58.9663696,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03445) 481273",,,"Jorge Rosquin (mp 5066)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145902,"Centro de Salud Malvinas Argentinas","Centro de Salud Público","Chacho Peñaloza",,,"Peatonal 1200 (b. Pna Xv)",Paraná,Paraná,Paraná,"Entre Ríos",Argentina,1,,,-31.7413197,-60.51154709999999,1,0.5,SI,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0343) 4240107",,,"Dra. Gutman Liliana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145912,"Centro de Salud Manuel Belgrano(parana)","Centro de Salud Público","Pronunciamiento ",751,,,Paraná,Paraná,Paraná,"Entre Ríos",Argentina,1,,,-31.7477582,-60.5292003,1,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0343) 4352913",,,"Juris Stella Maris",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145922,"Centro de Salud Maria Del Carmen Martin ","Centro de Salud Público","Zona Rural",,,,"Arroyo Concepcion","Arroyo Concepcion",Colón,"Entre Ríos",Argentina,1,,,-32.213017,-58.153644,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03445) 4994008",capshumaita@hotmail.com,,"Cooke Evangelina",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145932,"Centro de Salud Maria Martina B. De Caminal","Centro de Salud Público","Carlos Pellegrini",780,,,Concordia,Concordia,Concordia,"Entre Ríos",Argentina,1,,,-31.3947195,-58.0161471,1,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0345) 4225137",,,"Lic Rebot Gerardo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145942,"Centro de Salud Maria Reina Inmaculada","Centro de Salud Público","Costa Grande",,,,Diamante,Diamante,Diamante,"Entre Ríos",Argentina,1,,,-32.0697098,-60.63787079999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03443) 4861013",,,"Gomez Darrichon Hernan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145952,"Centro de Salud Martin Fierro","Centro de Salud Público","Dr. Filomeno Alfaro",,,Corrientes,Hernández,Hernández,Nogoyá,"Entre Ríos",Argentina,1,,,-32.3372584,-60.022396,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03435) 491024",,,"Martin Humberto, Navoni",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145962,"Centro de Salud Mateo Zelich","Centro de Salud Público","Padre Roque Correa",,,"Isabel La Catolica","San Cipriano","Concepción Del Uruguay",Uruguay,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03442) 499108  Destacamento Polcial",,,"Maria Anabela, Savini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145972,"Centro de Salud Matilde O. De Rossi","Centro de Salud Público","Ruta Prov.  1",,,,"San Victor","San Victor",Feliciano,"Entre Ríos",Argentina,1,,,-30.4835585,-59.014926,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03458) 15658145",,,"Norma Cabral",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145982,"Centro de Salud Medanos","Centro de Salud Público","Ruta  12",,,,Médanos,Médanos,"Islas Del Ibicuy","Entre Ríos",Argentina,1,,,-33.4149208,-59.0789795,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03444) 15621955",,,"Vega Jose Maria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
145992,"Centro de Salud Mental","Centro de Salud Público",Paraná,5to,,,,Paraná,Paraná,"Entre Ríos",Argentina,1,,,-31.7413197,-60.51154709999999,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(0343) 4343346",,"Lun a Vie de 7 a 19 hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146002,"Centro de Salud Municipal Eva Peron","Centro de Salud Público","Las Tunas",,,"10 De Julio","General Ramirez","General Ramirez",Diamante,"Entre Ríos",Argentina,1,,,-32.1748778,-60.1989312,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0343) 154598151",,,"Dr. Torriani Lautaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146012,"Centro de Salud Natalio Bendeski","Centro de Salud Público","San Luis",,,Darwin,Durazno,Durazno,Tala,"Entre Ríos",Argentina,1,,,-31.9892405,-59.28120629999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Orue Rodolfo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146022,"Centro de Salud Nicolas Tavella","Centro de Salud Público","Presidente Perón",,,"Ramón Hoffman. Barrio El Colorado","San José","San José",Colón,"Entre Ríos",Argentina,1,,,-32.2123807,-58.2191266,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03447) 15641917",,,"Dr. Ramat Marcelo Ricardo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146032,"Centro de Salud Nº 1 - Angelita Tagliapietra","Centro de Salud Público",Alem,,,"9 De Julio",Chajarí,Chajarí,Federación,"Entre Ríos",Argentina,1,,,-30.7632155,-57.9942372,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03456) 422154",,,"Odont. Raul E. Squarzon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146042,"Centro de Salud Nº 1 Angelita Teghapietra","Centro de Salud Público",Zapata,,,Rivadavia,Chajarí,Chajarí,Federación,"Entre Ríos",Argentina,1,,,-30.7669804,-57.996734,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(03456) 42-2154",,"Lu a vi 7 a 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146052,"Centro de Salud Nº 1 Hector Crosa","Centro de Salud Público","Pancho Ramirez",,,Perú,Chajarí,Chajarí,Federación,"Entre Ríos",Argentina,1,,,-30.7463738,-57.971417,1,0.5,SI,NO,NO,NO,NO,NO,NO,"(03456) 42-4417",,"Lu a vi 7 a 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146062,"Centro de Salud Nº 2 - Dr. Hector R. Crosa","Centro de Salud Público","Pancho Ramirez",,,Pellegrini,Chajarí,Chajarí,Federación,"Entre Ríos",Argentina,1,,,-30.7471372,-57.9701019,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03456) 424417",,,"Odont. Raul E. Squarzon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146072,"Centro de Salud Nº 2 - Suburbio Sur","Centro de Salud Público",Galeano,2231,,,Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-33.0319271,-58.542821,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 437020",,,"Ariel D-agostino",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146082,"Centro de Salud Nº 3 - Villa Maria","Centro de Salud Público","Martin Güemes  ",1160,,Flemin,Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-33.0077778,-58.5111667,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 437021",,,"Enf. Laterna Gisela",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146092,"Centro de Salud Nº 4 - San Francisco","Centro de Salud Público","Calle Jujuy",,,,Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-33.0036835,-58.5243542,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 437006",,,"Beatriz Fernandez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146102,"Centro de Salud Nº 5 - Medanos","Centro de Salud Público","Martínez Paiva",2360,,,Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-33.0077778,-58.5111667,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 437002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146112,"Centro de Salud Nº 6 - Munilla","Centro de Salud Público","Monseñor Chalup",,,"Buenos Aires",Gualeguaychú,Gualeguaychú,Gualeguaychú,"Entre Ríos",Argentina,1,,,-33.0163163,-58.51807689999999,1,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03446) 437023",,,"Enf. Norma Odiasale",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146122,"Centro de Salud Ntra Sra De Los Pobres","Centro de Salud Público","Las Cuevas Oeste",,,,"Las Cuevas","Las Cuevas",Diamante,"Entre Ríos",Argentina,1,,,-32.3499985,-60.48332979999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Enf. Soliz Rosa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146132,"Centro de Salud Nueva Esperanza","Centro de Salud Público","Tratado Del Pilar",,,"Supremo Entrerriano","Santa Elena","Santa Elena","La Paz","Entre Ríos",Argentina,1,,,-30.9462887,-59.78537659999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03437) 15443890",,,"Dr. Andrea Pisarello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146142,"Centro de Salud Ofelia Tabares","Centro de Salud Público","A Media Cuadra De La Municipalidad De Calabacillas",,,,Calabacilla,Calabacilla,Concordia,"Entre Ríos",Argentina,1,,,-31.5054658,-58.1353017,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0345) 4213848",,,"Garcia Mauro Javier",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146152,"Centro de Salud Onesimo Leguizamon","Centro de Salud Público",Sarmiento,2050,,,"Altamirano Sur","Altamirano Sur",Tala,"Entre Ríos",Argentina,1,,,-32.0883217,-59.1751099,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"López Baridón Mónica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
146162,"Centro de Salud Oscar Deluchi","Centro de Salud Público","Ruta Nacional Nº  18",98.5,,,"Raices Oeste",Villaguay,Villaguay,"Entre Ríos",Argentina,1,,,-31.7746654,-60.49564609999999,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Deimonaz Guillermo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
