106222,"Amas Asociacion Mutual De Accion Solidaria",,Esturla,"sin número",,Zarate,Avellaneda,Avellaneda,Avellaneda,"Buenos Aires",Argentina,1,,,-34.6800934,-58.3317247,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106232,"Asilo Y Unidad Sanitaria Dr. Albert Schweitzer",Municipal,Hortensia,"sin número",,,"Carlos Casares","Carlos Casares","Carlos Casares","Buenos Aires",Argentina,1,,,-35.6225839,-61.3653564,,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Sin Dato",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106242,"Asociacion Civil America Morena",,Doyhennard,815,,,Lavallol,Lavallol,,"Buenos Aires",Argentina,1,,,-34.8058136,-58.4218065,,0.9,SI,NO,NO,NO,NO,NO,NO,4231-8202/4298-0206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106252,"Asociación Civil Lazos",Ong,,"sin número",,,"Barrio Villa Zapiola","Barrio Villa Zapiola",Moreno,"Buenos Aires",Argentina,1,,,-35.04999919999999,-59.04999919999999,,0.5,SI,NO,NO,NO,NO,NO,NO,"(011) 50953916",,,"Referente: Esther",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106262,"Asociación Decidir",Ong,"A. Alcorta",2442,,,"Moreno Sur","Moreno Sur",Moreno,"Buenos Aires",Argentina,1,,,-36.766733,-59.84634440000001,,0.7,SI,NO,NO,NO,NO,NO,NO,"(011) 15 51131769",,"Lunes de 17:30 a 20:00, Martes 15:00 a 18:00 y Jueves 18:30 a 21:00 hs.","Contacto: Licenciada Teodori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106272,"Atta / Inadi",,Corrientes,301,,,"Bahía Blanca","Bahía Blanca","Bahía Blanca","Buenos Aires",Argentina,1,,,-38.7154808,-62.2563948,,0.9,SI,NO,NO,NO,NO,NO,NO,0291-4530332,,"16 A 18 HS","Responsable: Patricia Giménez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106282,"Atta Mar Del Plata",Salud,"Santiago Del Estero",1356,,,"Mar Del Plata","Mar Del Plata","General Pueyrredón","Buenos Aires",Argentina,1,,,-37.9971568,-57.54363089999999,,0.9,SI,NO,NO,NO,NO,NO,NO,,danielavirginiamacchiavello@yahoo.com.ar,,"Referente: Daniela Virginia Macchiavello",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106292,"Bar Central",Confitería,Irigoyen,"sin número",,"Presidente Perón",Rojas,Rojas,,"Buenos Aires",Argentina,1,,,-34.197698,-60.7338035,,0.5,SI,NO,NO,NO,NO,NO,NO,"(02474) 15-471748",,"De 7 a 3 hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106302,"Barrio Bicentenario",Salud,,"sin número",,,,"General Pueyrredón","General Rodríguez","Buenos Aires",Argentina,1,,,-34.6020889,-58.9521294,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"De 08:00 a 17:00 hs.","Referente: Marcela Calabrese",,,"Sala de Enfermería.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106312,"Barrio Namuncura Sum",,"Arrollo Sarandi","sin número",,Morse,Avellaneda,Avellaneda,,"Buenos Aires",Argentina,1,,,-34.6832581,-58.3439941,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106322,"Barrio Panamericano",,Stopler,"sin número",,"Capitán Giachino","Pablo Nogués","Pablo Nogués",,"Buenos Aires",Argentina,1,,,-34.4785687,-58.7057233,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Referente: Aguirre Patricia.",,,"Cerca de la iglesia de Itati.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106332,"Barrio San Calal","Boca Externa","Jose Marti",459,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-37.2017285,-59.84106969999999,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Mar, juev y sáb de 8 a 10 hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106342,"Barrio San Calal","Boca Externa","Jose Marti",560,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Lunes a viernes de 11 a 16hs","Vecina Delia Lazarte.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106352,"Barrio San Calal","Boca Externa",Rawson,4506,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Vecina Noemí Sandez.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106362,"Barrio San Calal","Boca Externa",Husares,485,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Mar, juev y sáb de 8 a 10 hs.","Manzanera Antonia López.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106372,"Barrio San Calal","Boca Externa",Pico,557,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Lunes a viernes de 9 a 11hs","Vecina Blanca Insaurralde.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106382,"Barrio San Calal","Grupo De Jóvenes",Cerviño,5287,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Magali Guzmán.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106392,"Barrio San Calal","Boca Externa",Dellepiane,4660,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Mar, juev y sáb de 8 a 10 hs.","Manzanera Claudia Petisco.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106402,"Barrio San Calal","Boca Externa","Plus Ultra",542,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Mar, juev y sáb de 8 a 10 hs.","Manzanera Angelica Urgabieta.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106412,"Barrio San Calal","Boca Externa",Rondeau,1350,,Winter,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,,,,,SI,NO,NO,NO,NO,NO,NO,,,"Mar, juev y sáb de 8 a 10 hs.","Manzanera Teresa Rolaiser.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106422,"Barrio San Calal","Boca Externa",Pico,180,,,"Barrio San Calal","Barrio San Calal","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Gloria Arrieta La Casa De Bety",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106432,"Barrio San Calal","Boca Externa","Plus Ultra",1048,,,"Barrio San Calal/ Adolfo Sourdeaux","Barrio San Calal/ Adolfo Sourdeaux","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Mar, juev y sáb de 8 a 10 hs.","Manzanera Juana Carrizo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106442,"Barrio San Calal","Boca Interna",Dellepiane,4880,,Pico,"Barrio San Calal/ Adolfo Sourdeaux","Barrio San Calal/ Adolfo Sourdeaux","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Estela Vitiel.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106452,"Barrio San Calal","Boca Externa",Viedma,1490,,Pico,"Barrio San Calal/ Adolfo Sourdeaux","Barrio San Calal/ Adolfo Sourdeaux","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Lunes a viernes de 9 a 11,30hs y 15 a 18hs.","Stella Medina.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106462,"Barrio San Calal","Boca Externa","Marcelo Fitte","sin número",,"General Pico","Barrio San Calal/ Adolfo Sourdeaux","Barrio San Calal/ Adolfo Sourdeaux","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Lunes a viernes de 9 a 12hs y de 14 a 16hs.","Vecina Alejandra Noriega.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106472,"Barrio San Calal","Boca Externa","Nicolas Repetto",5939,,,"Barrio San Calal/ Adolfo Sourdeaux","Barrio San Calal/ Adolfo Sourdeaux","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Martes, jueves y sábados de 9 a 11hs.","Manzanera Margarita Herrera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106482,"Barrio San Calal","Boca Interna","Marcelo Fitte",4539,,,"Barrio San Calal/ Adolfo Sourdeaux","Barrio San Calal/ Adolfo Sourdeaux","Adolfo Sourdeaux","Buenos Aires",Argentina,1,,,,,,,SI,NO,NO,NO,NO,NO,NO,,,,"Vecina Marta Escobar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106492,"Barrio Villa Centenario",,,"sin número",,,"Lomas De Zamora","Lomas De Zamora",,"Buenos Aires",Argentina,1,,,-34.76118230000001,-58.4302476,,0.5,SI,NO,NO,NO,NO,NO,NO,4286-6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106502,"Biblioteca Municipal ""domingo Faustino Sarmiento""",Biblioteca,Brown,763,,,,Morón,Morón,"Buenos Aires",Argentina,1,,,-34.650422,-58.61951999999999,,1,SI,NO,NO,NO,NO,NO,NO,"(011) 4483-2142",,,,,"Ubicación: Biblioteca",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106512,"Boliche Bailable",Disco,"Av. San Martín",590,,,Oriente,Oriente,"Coronel Dorrego","Buenos Aires",Argentina,1,,,-38.7420571,-60.60779719999999,,0.7,SI,NO,NO,NO,NO,NO,NO,"02983 495287",,"Viernes, sábados y domingos de 01 a 6hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106522,"Boliche Bailable Le Park",Disco,Colón,"sin número",,,"Punta Alta","Punta Alta","Coronel Rosales","Buenos Aires",Argentina,1,,,-38.8760605,-62.07408900000001,,0.5,SI,NO,NO,NO,NO,NO,NO,,,Nocturno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106532,"Boliche Bailable Roka Disco",Disco,Freyre,"sin número",,Cifone,Guaminí,Guaminí,Guaminí,"Buenos Aires",Argentina,1,,,-37.012608,-62.41847109999999,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106542,"Boliche Rubik",Disco,"Benito De Miguel",663,,,Junín,Junín,Junín,"Buenos Aires",Argentina,1,,,-34.59939,-60.959289,,0.9,SI,NO,NO,NO,NO,NO,NO,"02362 15529685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106552,"Brown Noche",,,"sin número",,,"Almirante Brown","Almirante Brown",,"Buenos Aires",Argentina,1,,,-34.8281517,-58.38654709999999,,0.5,SI,NO,NO,NO,NO,NO,NO,,vanguardiavi@hotmail.com,,,,,"Prevencion, Distribucion de folleteria y material",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106562,"Buscando Un Lugar",Ong,Toledo,"sin número",,Barker,"Barrio Santa Paula","Barrio Santa Paula",Moreno,"Buenos Aires",Argentina,1,,,-36.5026929,-61.0254537,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Viernes por la tarde","Referente: Emilse Guzmán",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106572,"C. A Ampliación Devoto",,"Los Patos","sin número",,"M. Bravo","Grand Bourg","Grand Bourg",,"Buenos Aires",Argentina,1,,,-34.486068,-58.7250438,,0.5,SI,NO,NO,NO,NO,NO,NO,"(02320) 411475",,"De 8 a 18hs","Spiñeira Lorena",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106582,"C. A Unión Y Progreso",,"Dante Alighieri","sin número",,Cerrito,"Los Polvorines","Los Polvorines",,"Buenos Aires",Argentina,1,,,-34.5190203,-58.71519729999999,,0.7,SI,NO,NO,NO,NO,NO,NO,,,,"Juarez Alejandra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106592,"C. A. Barrio El Sol",,"San Martín","sin número",,"M. Ghandi","Los Polvorines","Los Polvorines",,"Buenos Aires",Argentina,1,,,-34.4996258,-58.6914464,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Garayo Stella",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106602,"C. A. Sociedad De Fomento Magdalena",,"San Ignacio","sin número",,Cerrito,"Los Polvorines","Los Polvorines",,"Buenos Aires",Argentina,1,,,-34.5080485,-58.71169880000001,,0.7,SI,NO,NO,NO,NO,NO,NO,,,,"Albornoz Lorena",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106612,"Cabaña Joven",,"21 De Enero",301,,,,Pergamino,Pergamino,"Buenos Aires",Argentina,1,,,-33.8912831,-60.5745999,,0.5,SI,NO,NO,NO,NO,NO,NO,"(02477) 440804",,"Lunes a viernes de 8 a 17hs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106622,"C.A.P.S.  1",Salud,"Gaceta De Buenos Aires",450,,,Ciudadela,Ciudadela,"Tres De Febrero","Buenos Aires",Argentina,1,,,-34.6379072,-58.5394303,,0.7,SI,NO,NO,NO,NO,NO,NO,,,"24 hs.","Sala De Espera. Referente: Obstetra Sandra Martínez",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106632,"C.A.P.S.  15",Salud,"Ingeniero Pereyra",3484,,Rucci,"Ciudadela Sur","Ciudadela Sur","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.6327962,-58.5435804,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Lunes a Viernes de 09:00 a 14:00 hs.","Mesa De Entradas. Referente: Rocío Rodríguez (adm)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106642,"C.A.P.S.  2",Salud,"Marcelo T. De Alvear","sin número",,Matienzo,"José Ingenieros","José Ingenieros","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.6176379,-58.54257819999999,,0.7,SI,NO,NO,NO,NO,NO,NO,,,,"Referente: Obstetra Claudia Rearte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106652,"C.A.P.S.  2 De Abril",Salud,"La Trilla","sin número",,Ciudadela,"Barrio ÑAndú/villa Tesei","Barrio ÑAndú/villa Tesei",Hurlingham,"Buenos Aires",Argentina,1,,,-34.6197923,-58.63921500000001,,0.5,SI,NO,NO,NO,NO,NO,NO,"(011) 15 37020898",,"Lunes a Viernes de 8:00 a 14:00 hs.","Responsable Del Dispenser: José Luis- Administrativo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106662,"C.A.P.S.  2 Pedro Luro",,"Calle 12","sin número",,"Calle 25","Pedro Luro","Pedro Luro",Villarino,"Buenos Aires",Argentina,1,,,-39.4502724,-62.6761253,,0.5,SI,NO,NO,NO,NO,NO,NO,02928-491055,,"8 a 16 hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106672,"C.A.P.S.  25 De Mayo","Centro De Salud","Pastor Naranjo",898,,,"San Nicolás","San Nicolás","San Nicolás","Buenos Aires",Argentina,1,,,-33.3160624534,-60.2433490195,,1,SI,NO,NO,NO,NO,NO,NO,"(03461) 15-405077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106682,"C.A.P.S.  3 Médanos",,"Martín Fierro","sin número",,Rivadavia,Médanos,Médanos,Villarino,"Buenos Aires",Argentina,1,,,-38.8283463,-62.6936417,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"7HS. A 14 HS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106692,"C.A.P.S.  4",Salud,"G. Spano","sin número",,"Santos Vega","Villa Bosch","Villa Bosch","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.5812289,-58.5798667,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"24 hs.","Referente: Cynthia Gómez (adm) Y Obstetra Sandra Martín",,"Sala de espera.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106702,"C.A.P.S.  4 Mayor Buratovich",,"Calle 30","sin número",,"Calle 7","Mayor Buratovich","Mayor Buratovich",Villarino,"Buenos Aires",Argentina,1,,,-39.2592545,-62.6145058,,0.5,SI,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106712,"C.A.P.S.  6",Salud,Labarden,"sin número",,Perú,"Barrio Derqui","Barrio Derqui","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.4972191,-58.86360930000001,,0.5,SI,NO,NO,NO,NO,NO,NO,,,"Lunes a Viernes de 14:00 a 17:00 hs.","Referente: Romina (res T.S.)",,"Sala de espera 1° Piso.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106722,"C.A.P.S.  9",Salud,Amianot,"sin número",,Moreno,"Pablo Podestá","Pablo Podestá","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.6036844,-58.3815591,,0.5,SI,NO,NO,NO,NO,NO,NO,,,,"Referente: Mirta Muñoz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106732,"C.A.P.S.  9 De Julio","Centro De Salud","Del Pozo","sin número",,Jujuy,"San Nicolás","San Nicolás",,"Buenos Aires",Argentina,1,,,-33.3855203,-60.22191179999999,,0.7,SI,NO,NO,NO,NO,NO,NO,"(03461) 15-405095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106742,"C.A.P.S.  Altos De La Reja",Provincial,Pilcomayo,,,"Benito Juarez","La Reja","La Reja",Moreno,"Buenos Aires",Argentina,1,,,-34.6605554,-58.8419603,,0.7,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Oñate Muñoz Isabel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106752,"C.A.P.S.  Bajo Boulogne",Municipal,"Camino Real Morón",902,,,Boulogne,Boulogne,"San Isidro","Buenos Aires",Argentina,1,,,-34.4883757,-58.5819032,,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(011) 4512-7824",,,"Sin Dato (pendiente De Resolución)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106762,"C.A.P.S.  Barrio Belgrano De Miramar",Municipal,"Calle 43",,,"Calle 50 Barrio Belgrano",Miramar,Miramar,"General Alvarado","Buenos Aires",Argentina,1,,,-38.2703168,-57.8394498,,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Sin Dato",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
106772,"C.A.P.S.  Barrio Ing. Pablo Marin",Municipal,"Calle 12",129,,,Navarro,Navarro,Navarro,"Buenos Aires",Argentina,1,,,-35.0125453,-59.2771923,,0.9,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,"Griselda Killian",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
