209717,Dispenpensario,,"25 De Mayo Oeste",30,,,Piquillín,Piquillín,"Río Primero",Córdoba,Argentina,1,,,-31.2992567,-63.7597143,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209718,"Puesto Sanitario Plaza De La Merced",,"Zona Rural",,,,"Plaza de Mercedes","Plaza de Mercedes","Río Primero",Córdoba,Argentina,1,,,-30.9785748,-63.2593155,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209719,"Centro De Salud Municipal",,Sarmiento,630,,,"Río Primero","Río Primero","Río Primero",Córdoba,Argentina,1,,,-31.32782,-63.6304953,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209720,"Centro De Atencion Primaria De Salud Vª Santa Rosa",,"Vélez Sarsfield",,,"Roque Saenz Peña","Villa Santa Rose","Villa Santa Rose","Río Primero",Córdoba,Argentina,1,,,-31.1523605,-63.4014717,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209721,"Centro De Salud Vª Fontana",,"Intendente Miguel Baima",209,,,"Villa Fontana","Villa Fontana","Río Primero",Córdoba,Argentina,1,,,-30.8936551,-63.1170968,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209722,"Ps Justiniano Martinez Cerro Colorado",,"Cerro Colorado",,,,"Villa de María","Villa De Maria","Río Seco",Córdoba,Argentina,1,,,-29.9025373,-63.7273562,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209723,"Ps De Chañar Viejo",,"Publica - Al Lado Del Destacamento Policial",,,,"Chañar Viejo","Chañar Viejo","Río Seco",Córdoba,Argentina,1,,,-30.0081862,-63.8753293,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209724,"Puesto De Salud Municipal",,"San Martin",,," Irigoyen",Gutenberg,Gutenberg,"Río Seco",Córdoba,Argentina,1,,,-29.7212133,-63.5139128,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209725,"Puesto Sanitario",,Publica,,,,"La Rincónada","La Rincónada","Río Seco",Córdoba,Argentina,1,,,-30.1826611,-62.9448112,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209726,"Puesto Sanitario San Roque",,"Calle Principal A 50 Mts De La Ruta 21",,,,"Rayo Cortado","Rayo Cortado","Río Seco",Córdoba,Argentina,1,,,-30.0738969,-63.824102,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209727,"Centro De Atencion Santa Elena",,"Calle Principal",,,"Ruta 21","Santa Elena","Santa Elena",Tulumba,Córdoba,Argentina,1,,,-30.116325,-63.8426422,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209728,"Hospital Municipal Santa Rita",,"Granadero Marquez ",861,,,"Sebastian Elcano","Sebastian Elcano",Tulumba,Córdoba,Argentina,1,,,-30.1606251,-63.5943537,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209729,"Hospital Comunal Vª Candelaria",,"Camino Principal, Frente A La Escuela. Zona Rural.",,,,"Villa Candelaria","Villa Candelaria","Río Seco",Córdoba,Argentina,1,,,-29.8129247,-63.3551802,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209730,"Hospital Municipal Vª De Maria",,Bolivia,174,,,"Villa de María","Villa De Maria","Río Seco",Córdoba,Argentina,1,,,-29.9063988,-63.7249796,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209731,"Cic Villa De Maria",,"Cerro Colorado",,,,"Villa de María","Villa De Maria","Río Seco",Córdoba,Argentina,1,,,-29.9025373,-63.7273562,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209732,"Dispensario Municipal Calchin",,"9 De Julio",173,,,Calchín,Calchín,"Río Segundo",Córdoba,Argentina,1,,,-31.6670929,-63.1985124,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209733,"Servicio Municipal De Salud",,"Arturo Capdevila ",131,,,"Río Segundo","Río Segundo","Río Segundo",Córdoba,Argentina,1,,,-31.8593951,-63.2762735,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209734,"C.M. Asistencial Municipal De Capilla Del Carmen",,"9 De Julio ",,,"John Kennedy","Capilla del Carmen","Capilla del Carmen","Río Segundo",Córdoba,Argentina,1,,,-31.5364761,-63.3827457,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209735,"Dispensario Municipal Carrilobo",,"Gral Mitre ",776,,,Carrilobo,Carrilobo,"Río Segundo",Córdoba,Argentina,1,,,-31.8697529,-63.1157151,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209736,"Dispensario Municipal Colazo",,"Las Cuatro Hermanas",126,,,Colazo,Colazo,"Tercero Arriba",Córdoba,Argentina,1,,,-31.9641137,-63.3832935,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209737,"Centro De Salud Dr Rene Favaloro ",,"Sarmiento ",,,,"Colonia Videla","Colonia Videla","Río Segundo",Córdoba,Argentina,1,,,-31.8833294,-63.533329,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209738,"Dispensario Municipal Costa Sacate",,"Velez Sarsfield",,,Resistencia,"Costa Sacate","Costa Sacate","Río Segundo",Córdoba,Argentina,1,,,-31.6492748,-63.7614234,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209739,"Puesto Sanitario Impira",,"Publica ",,,,Impira,Impira,"Río Segundo",Córdoba,Argentina,1,,,-31.7833309,-63.6666718,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209740,"Hospital Municipal Laguna Larga",,"HIPÓLITO YRIGOYEN",1026,,,"Laguna Larga","Laguna Larga","Río Segundo",Córdoba,Argentina,1,,,-31.7776234,-63.8010748,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209741,Dispensario,,"Dean Funes",342,,,"Las Junturas","Las Junturas","Río Segundo",Córdoba,Argentina,1,,,-31.8322886,-63.4508839,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209742,"Dispensario Municipal",,"Publica, A 2 Cuadras De Ruta 19  Km  251",,,,"Los Chañaritos","Los Chañaritos","Río Segundo",Córdoba,Argentina,1,,,-31.4016836,-63.3330363,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209743,"Dispensario Municipal",,"9 De Julio",1055,,,Luque,Luque,"Río Segundo",Córdoba,Argentina,1,,,-31.6476686,-63.3444408,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209744,"C.S. Manfredi",,"8 de Septiembre",149,,,"Rio Segundo","Río Segundo","Río Segundo",Córdoba,Argentina,1,,,-31.8474465,-63.7471022,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209745,"Dispensario Municipal Matorrales",,"Esteban León",29,,,Matorrales,Matorrales,"Río Segundo",Córdoba,Argentina,1,,,-31.7145395,-63.5115698,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209746,"Hosp Munic San Isidro De Oncativo",,Colón,158,,,Oncativo,Oncativo,"Río Segundo",Córdoba,Argentina,1,,,-31.9103742,-63.68862,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209747,"Centro De Salud Municipal Madre Teresa De Calcuta",,"Tomás Garzón",837,,,Pilar,Pilar,"Río Segundo",Córdoba,Argentina,1,,,-31.6832226,-63.8816539,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209748,"Caps Dr Rene Favaloro",,"Francisco Cabrera",,,"Alfonso Carrio De Lavandera",Pilar,Pilar,"Río Segundo",Córdoba,Argentina,1,,,-31.6649201,-63.8760173,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209749,"Caps ""Enf. Patricia Leon""",,"Rafael Núñez",,,Ombú,Pilar,Pilar,"Río Segundo",Córdoba,Argentina,1,,,-31.6793837,-63.8831542,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209750,"Hospital Municipal Dr Raul Dobric",,"Raúl Dobric",467,,,"Pozo del Molle","Pozo del Molle","Río Segundo",Córdoba,Argentina,1,,,-32.0220073,-62.9213323,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209751,"Centro De Salud Comunal De Rincon",,"Avenida Malvinas Argentinas",,,"Chile ",Rincón,Rincón,"Río Segundo",Córdoba,Argentina,1,,,-31.5948319,-63.6166596,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209752,"Hospital Municipal",,"Julio Argentino Roca",,,"San Martin","Río Segundo","Río Segundo","Río Segundo",Córdoba,Argentina,1,,,-31.6537528,-63.9116012,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209753,"Centro Integrador Comunitario Cic Rio Segundo",,"Córdoba  ",,,Lavalle,"Río Segundo","Río Segundo","Río Segundo",Córdoba,Argentina,1,,,-31.650785,-63.9058453,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209754,"Dispensario Dr Jose Alderete",,"Mauricio Fornerau",680,,,"Santiago Temple","Santiago Temple","Río Segundo",Córdoba,Argentina,1,,,-31.3877604,-63.4183109,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209755,"Centro De Salud Municipal Vª Del Rosario",,"Sta Fe",,,"Martin Olmos ","Villa del Rosario","Villa Del Rosario","Río Segundo",Córdoba,Argentina,1,,,-31.5506315,-63.5313724,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209756,"Centro De Salud Municipal Luz De Vida",,"Dalmacio Velez Sarsfield ",350,,,"Villa del Rosario","Villa Del Rosario","Río Segundo",Córdoba,Argentina,1,,,-31.5562575,-63.5356054,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209757,"Dispensario Ambul",,"Fray Luis Beltran",,,Irigoyen,Ambul,Ambul,"San Alberto",Córdoba,Argentina,1,,,-31.4899932,-65.0546463,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209758,"Dispensario Arroyo De Los Patos",,"Esmeralda ",,,,"San Alberto","San Alberto","San Alberto",Córdoba,Argentina,1,,,-31.7559827,-65.0017982,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209759,"Puesto Sanitario Las Calles",,"Calle Publica ",,,,"Las Calles","Las Calles","San Alberto",Córdoba,Argentina,1,,,-31.8236702,-64.9716642,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209760,"Puesto Sanitario Las Rabonas",,RP14,,,,"Las Rabonas","Las Rabonas","San Alberto",Córdoba,Argentina,1,,,-31.8712494,-64.9803151,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209761,"Hosp Dr Luis Maria Bellodi",,Fleming,1332,,,"Mina Clavero","Mina Clavero","San Alberto",Córdoba,Argentina,1,,,-31.7296249,-65.0019708,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209762,"Caps Paulus - Bº Industrial",,Rivadavia,540,,,"San Alberto","San Alberto","San Alberto",Córdoba,Argentina,1,,,-31.7163365,-65.0037433,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209763,Fovicor,,"Los Ceibos - Bº San Sebastian",,,,"Mina Clavero","Mina Clavero","San Alberto",Córdoba,Argentina,1,,,-31.7282783,-65.0055595,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209764,"Cic Jose Gabriel Brochero- Mina Clavero",,Unquillo,,,"Las Moras","Mina Clavero","Mina Clavero","San Alberto",Córdoba,Argentina,1,,,-31.7312082,-65.0145262,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209765,"Dispensario Nono",,"Sta Fe",520,,,Nono,Nono,"San Alberto",Córdoba,Argentina,1,,,-31.792636,-64.999511,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209766,"Ps Los Algarrobos",,"Zona Rural, A 9 Km De Nono,  Al Lado De La Escuela",,,,Nono,Nono,"San Alberto",Córdoba,Argentina,1,,,-31.7973619,-65.0042739,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209767,"Ps Ojo De Agua",,"Zona Rural, A 12 Km De Nono, Al Lado De La Iglesia",,,,Nono,Nono,"San Alberto",Córdoba,Argentina,1,,,-31.7973619,-65.0042739,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209768,"Ps Ceferino Namuncura",,"Zona Rural, A 15 Km De Altas Cumbres",,,,Nono,Nono,"San Alberto",Córdoba,Argentina,1,,,-31.7973619,-65.0042739,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209769,"Dispensario Comunal De Panaholma",,Amelia,,,"Obispo Toro",Panaholma,Panaholma,"San Alberto",Córdoba,Argentina,1,,,-31.6329196,-65.0549378,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209770,"Ps Rio De Los Sauces",,"Altas Cumbres",,,"Rio De Los Sauces","San Alberto","San Alberto","San Alberto",Córdoba,Argentina,1,,,-31.7996203,-65.012985,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209771,"Sala De Prim Aux San Lorenzo",,"Pública - Al Lado De Esc. Juan Martín Recalde",,,,"San Lorenzo","San Lorenzo","San Alberto",Córdoba,Argentina,1,,,-31.6734846,-65.0163688,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209772,"Dispensario San Pedro",,Morillo,,,"San Martin","San Pedro","San Pedro","San Javier",Córdoba,Argentina,1,,,-31.936553,-65.2189268,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209773,"Dispensario San Vicente",,"Monseñor Fariña Casi Eva Duarte",,,,"San Vicente","San Vicente","San Alberto",Córdoba,Argentina,1,,,-31.8509819,-65.4296542,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209774,"Dispensario Vª Cura Brochero",,"Mariano Moreno",349,,,"Villa Cura Brochero","Villa Cura Brochero","San Alberto",Córdoba,Argentina,1,,,-31.6667512,-65.0173072,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209775,"Dispensario Vª Sarmiento",,"Gral. Paz",98,,,"Villa Sarmiento","Villa Sarmiento","San Javier",Córdoba,Argentina,1,,,-31.9360924,-65.1936188,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209776,"Cs Conlara",,"Publica ",,,,Conlara,Conlara,"San Javier",Córdoba,Argentina,1,,,-32.07996,-65.230423,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209777,"Hosp. V. La Paz",,"Av Morellos ",,,,"La Paz","La Paz","San Javier",Córdoba,Argentina,1,,,-32.2172139,-65.0483642,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
209778,"Cs La Poblacion",,"Comechingones - A 1/2 Cuadra De Ruta 14",,,,"La Población","La Población","San Javier",Córdoba,Argentina,1,,,-32.0640649,-65.0293096,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
