212732,"Centro De Salud Villa Constitucion","Centro de salud ",Viamonte,3846,,,"Lanus Oeste","Lanús Oeste",Lanús,"Buenos Aires",Argentina,1,,,-34.67477241,-58.42572156,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42082695,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212733,"Unidad Sanitaria Pedro A. Avila","Centro de salud ","Mariano J. Pereyra",529,,,Laprida,Laprida,Laprida,"Buenos Aires",Argentina,1,,,-37.53941715,-60.79175217,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02285-420057,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212734,"Centro De Atención Primaria De La Salud Ramon Carr...","Centro de salud ",Santamarina,1853,,,Laprida,Laprida,Laprida,"Buenos Aires",Argentina,1,,,-37.54733549,-60.8060375,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212735,"Sala De Primeros Auxilios Las Armas","Centro de salud ","Ruta N°2 Km. 300",,,,"Las Armas","Las Armas",Maipú,"Buenos Aires",Argentina,1,,,-37.08648859,-57.82842271,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02268-493234,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212736,"Centro De Salud Las Canaletas","Centro de salud ","Juan Ismael Giménez",1600,,,"Las Canaletas","Las Canaletas","San Pedro","Buenos Aires",Argentina,1,,,-33.66748339,-59.67436459,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03329-423524,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212737,"Hospital Zonal General De Las Flores",Hospital,"Int. Abel Guaresti",,,,"Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-36.00826212,-59.1118642,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212738,"Unidad Sanitaria Villa Pardo","Centro de salud ","Ruta Nacional Nº 3 Km. 226",,,,"Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-36.24599939,-59.36439031,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02244-15463108,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212739,"Unidad Sanitaria El Trigo","Centro de salud ","Ruta 61",,,,"Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-35.8795398,-59.40493774,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02241-15541468,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212740,"Unidad Sanitaria Barrio Traut","Centro de salud ",Avellaneda,1261,,,"Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-36.02862945,-59.09144689,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02244-451590,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212741,"Unidad Sanitaria Barrio 25 De Mayo","Centro de salud ",Larralde,,,"Santa Fé  ","Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-36.01743596,-59.08101037,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02241-15545776,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212742,"Unidad Sanitaria Barrio Solidaridad","Centro de salud ",Dorrego,,,"San Luis  ","Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-36.02916707,-59.10304162,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02241-15546181,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212743,"Centro De Atención Primaria De La Salud Dardo Deci...","Centro de salud ",,,,Sordeaux,"Las Flores","Las Flores","Las Flores","Buenos Aires",Argentina,1,,,-36.00963252,-59.10005096,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212744,"Sala De Primeros Auxilios Las Marianas","Centro de salud ",6,,,13,"Las Marianas - Cuartel 6To.","Las Marianas - Cuartel 6To.",Navarro,"Buenos Aires",Argentina,1,,,-35.05311005,-59.51203471,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02272-492076,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212745,"Unidad Sanitaria Las Martinetas","Centro de salud ","San Juan",,,"9 de Julio","Las Martinetas","Las Martinetas","General Lamadrid","Buenos Aires",Argentina,1,,,-37.19980289,-61.12273182,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02286-490101,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212746,"Unidad Sanitaria Las Toninas","Centro de salud ",36,,,9,"Las Toninas","Las Toninas","De La Costa","Buenos Aires",Argentina,1,,,-36.4950833,-56.69711789,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02246-431807,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212747,"Unidad Sanitaria Lavallol","Centro de salud ",Tordillo,,,Mitre,Lavallol,Lavallol,"Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.80433675,-58.42706985,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42310955,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212748,"Unidad Sanitaria S.U.M. Arroyo Del Rey","Centro de salud ",Dávila,,,,Lavallol,Lavallol,"Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.80648561,-58.41487551,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42938257,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212749,"Unidad Sanitaria Prosperidad","Centro de salud ",Araguaya,937,,,Lavallol,Lavallol,"Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.78923023,-58.42588841,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42989011,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212750,"Unidad Sanitaria Dr. Federico C. Payas","Centro de salud ",Doyherard,1240,,,Lavallol,Lavallol,"Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.80892083,-58.41959678,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42142348,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212751,"Hospital Municipal Dr. Francisco Quijano",Hospital,"Desvío Ruta 57",,,,Lezama,Lezama,Lezama,"Buenos Aires",Argentina,1,,,-35.87712252,-57.89438955,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02242-432149/2819,hospitalquijano@yahoo.com.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212752,"Unidad Sanitaria Libano","Centro de salud ","Planta Urbana",,,,Libano,Libano,"General Lamadrid","Buenos Aires",Argentina,1,,,-37.53536961,-61.28866647,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212753,"Unidad Sanitaria Nº 2","Centro de salud ",Tapalqué,,,Medina,Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.70428494,-58.66435428,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4945436,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212754,"Unidad Sanitaria Merlo Gomez","Centro de salud ",Doblas,,,Andonaeguy,Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.70586589,-58.64678947,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4950357,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212755,"Unidad Sanitaria Nº 5","Centro de salud ",Carriego,,,"Primera Junta ",Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.70557932,-58.70181352,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4930822,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212756,"Unidad Sanitaria Nº 13","Centro de salud ",Colombia,,,"Malvinas ",Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.69633312,-58.68996011,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4941322,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212757,"Unidad Sanitaria Nº 26","Centro de salud ",Forest,,,"Costa Rica ",Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.68867196,-58.67270216,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4949503,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212758,"Unidad Sanitaria Nº 15 (Cic Santa Marta)","Centro de salud ",Zabaleta,,,"J. Miró",Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.69670122,-58.6647413,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4949911,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212759,"Unidad Sanitaria Los Cardales","Centro de salud ",Marconi,,,Cangallo,Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.69481671,-58.7038063,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4945435,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212760,"Unidad Sanitaria 36","Centro de salud ",Sivori,,,"Epecuén ",Libertad,Libertad,Merlo,"Buenos Aires",Argentina,1,,,-34.69820701,-58.6750818,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0220-4970009,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212761,"Unidad Sanitaria De Lima (Dr. Aleotti)","Centro de salud ",6,560,,,Lima,Lima,Zárate,"Buenos Aires",Argentina,1,,,-34.04303346,-59.19688951,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03487-480015,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212762,"Sala De Primeros Auxilios Barrio La Rural","Centro de salud ","Pcia. de Chubut"," ",,,Lincoln,Lincoln,Lincoln,"Buenos Aires",Argentina,1,,,-34.8579693,-61.5160795,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02355-431227,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212763,"Sala De Primeros Auxilios Barrio Norte","Centro de salud ","Pte. Perón",,,"Arenales ",Lincoln,Lincoln,Lincoln,"Buenos Aires",Argentina,1,,,-34.85542536,-61.53225754,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02355-431932,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212764,"Cic Barrio San Jose","Centro de salud ",Ayacucho,1980,,"Hernandez ",Lincoln,Lincoln,Lincoln,"Buenos Aires",Argentina,1,,,-34.87859291,-61.52788719,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02355-423382,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212765,"Centro De Salud Nº 18","Centro de salud ",187,,,45,"Lisandro Olmos","Lisandro Olmos","La Plata","Buenos Aires",Argentina,1,,,-34.98740768,-58.03732299,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0221-4961102,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212766,"Unidad Sanitaria Barrio San Martin","Centro de salud ",Sarmiento,432,,,Loberia,Loberia,Lobería,"Buenos Aires",Argentina,1,,,-38.16735552,-58.78788917,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02261-440749,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212767,"Unidad Sanitaria Virgen De Itati Escuela 3","Centro de salud ",Ameghino,750,,,Loberia,Loberia,Lobería,"Buenos Aires",Argentina,1,,,-38.1590924,-58.7720692,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02261-440664,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212768,"Sala Ramon Carrillo","Centro de salud ",,,,,Loberia,Loberia,Lobería,"Buenos Aires",Argentina,1,,,-38.18012828,-58.78247669,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02261-446179,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212769,"Sala De Primeros Auxilios Empalme Lobos","Centro de salud ","San Patricio",,,,Lobos,Lobos,Lobos,"Buenos Aires",Argentina,1,,,-35.14852419,-59.09093922,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02227-431450 al 56",subcom@lo.mun.gba.gov.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212770,"Sala De Primeros Auxilios Laguna De Lobos","Centro de salud ",3,,,37,Lobos,Lobos,Lobos,"Buenos Aires",Argentina,1,,,-35.2747594,-59.13381872,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02227-494254,subcom@lo.mun.gba.gov.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212771,"Unidad Sanitaria Nº 5 Caps 5","Centro de salud ",Churruca,9910,,,"Loma Hermosa","Loma Hermosa","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.56467499,-58.61447084,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-47690565,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212772,"Centro Materno Infantil Nº 2 Caps 12","Centro de salud ","Gabino Ezeiza",10050,,,"Loma Hermosa","Loma Hermosa","Tres De Febrero","Buenos Aires",Argentina,1,,,-34.56256822,-58.61372338,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-47690932,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212773,"Unidad Sanitaria Nº 21 Loma Negra","Centro de salud ","1° de Mayo",1458,,,"Loma Negra - V. Fortabat","Loma Negra - V. Fortabat",Olavarría,"Buenos Aires",Argentina,1,,,-36.9727549,-60.26456421,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02284-493291,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212774,"Centro De Salud Loma Verde","Centro de salud ",119,,,"Ruta 9 Km. 55.500","Loma Verde","Loma Verde",Escobar,"Buenos Aires",Argentina,1,,,-34.3247463,-58.84805575,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03488-494563,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212775,"Hospital Interzonal General De Agudos Luisa C. Gan...",Hospital,,351,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.76175636,-58.39283368,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NULL,NULL,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212776,"Unidad Sanitaria Santa Marta","Centro de salud ",Voltaire,1650,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.74990188,-58.45012451,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42856493,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212777,"Unidad Sanitaria Villa Albertina","Centro de salud ",,2172,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.74605642,-58.45853322,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42855326,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212778,"Unidad Sanitaria Villa El Faro","Centro de salud ","J. Ingenieros",1845,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.74313663,-58.4431438,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42855323,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212779,"Unidad Sanitaria Equipo Movil De Salud Escolar","Centro de salud ","Hipólito Irigoyen",10043,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.77358253,-58.40509831,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42399650,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212780,"Unidad Sanitaria 2 De Abril","Centro de salud ","Soldado Zelarrayan",1103,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.74150981,-58.46949959,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-46936172,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212781,"Trailer Pediatrico","Centro de salud ","Hipólito Irigoyen",10047,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.77368197,-58.40511042,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42399650,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212782,"Trailer Pediatrico","Centro de salud ","Manuel Castro",220,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.75765474,-58.40338605,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212783,"Cpa Comunidad Terapeutica Pueblo De La Paz","Centro de salud ","Juan XXIII",1551,,,"Lomas De Zamora","Lomas De Zamora","Lomas De Zamora","Buenos Aires",Argentina,1,,,-34.77915682,-58.45835561,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-42822930/50,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212784,"Unidad De Salud Santos Vega","Centro de salud ",Formosa,3350,,,"Lomas Del Mirador","Lomas del Mirador","La Matanza","Buenos Aires",Argentina,1,,,-34.67254707,-58.54333996,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,011-44821083,ricisidroolivera@hotmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212785,"Unidad De Salud Las Antenas","Centro de salud ",Alte.,4207,,,"Lomas Del Mirador","Lomas del Mirador","La Matanza","Buenos Aires",Argentina,1,,,-34.67326071,-58.5228597,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212786,"Caps 28 Sakura","Centro de salud ",Massey,3212,,Finochetto,Longchamps,Longchamps,"Almirante Brown","Buenos Aires",Argentina,1,,,-34.84565631,-58.39233291,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212787,"Sala Estacion Lopez","Centro de salud ","De los Pinos",,,,Lopez,Lopez,"Benito Juárez","Buenos Aires",Argentina,1,,,-37.5523484,-59.626948,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02292-453229,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212788,"Sala De Primeros Auxilios Los Cardales","Centro de salud ","9 de Julio",74,,,"Los Cardales","Los Cardales","Exaltación De La Cruz","Buenos Aires",Argentina,1,,,-34.3302988,-58.98526906,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02322-492255,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212789,"Centro Nº 1","Centro de salud ",144,,,59,"Los Hornos","Los Hornos","La Plata","Buenos Aires",Argentina,1,,,-34.9553177,-57.98044813,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0221-4509717,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212790,"Centro De Salud Nº 16","Centro de salud ",66,,,173,"Los Hornos","Los Hornos","La Plata","Buenos Aires",Argentina,1,,,-34.98878389,-58.00360894,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0221-4504767,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212791,"Centro De Salud Nº 2","Centro de salud ",66,,,143,"Los Hornos","Los Hornos","La Plata","Buenos Aires",Argentina,1,,,-34.96010315,-57.9721359,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0221-4509599,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
212792,"Centro De Salud Nº 37","Centro de salud ",137,,,78,"Los Hornos","Los Hornos","La Plata","Buenos Aires",Argentina,1,,,-34.96451192,-57.95255552,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0221-4507199,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
