213592,"CENTRO DE SALUD JOSE IGNACIO RUCCI",,107,,,"ESQUINA 8",RUCCI,RUCCI,"General Pico","La Pampa",Argentina,-1,"ASESORAMIENTO Y COLOCACION DE IMPLANTE HORMONAL SUBDERMICO
TALLERES SOBRE SALUD SEXUAL Y REPRODUCTIVA - ESI",,,,,,SI,SI,SI,SI,NO,SI,NO,2302505021,pirivillagran@hotmail.com,"TESTEO VIH:  3º JUEVES DE CADA MES 15 HS.","DR. RAFAEL PASARINI",,,,2302505021,pirivillagran@hotmail.com,"TESTEO VIH:  3º JUEVES DE CADA MES 15 HS.","DR. RAFAEL PASARINI",,,,2302505021,pirivillagran@hotmail.com,"TESTEO VIH:  3º JUEVES DE CADA MES 15 HS.","DR. RAFAEL PASARINI",,,,2302505021,pirivillagran@hotmail.com,"TESTEO VIH:  3º JUEVES DE CADA MES 15 HS.","DR. RAFAEL PASARINI",,,,,,,,,,,2302505021,pirivillagran@hotmail.com,"TESTEO VIH:  3º JUEVES DE CADA MES 15 HS.","DR. RAFAEL PASARINI",,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213593,"Hospital Rawson",,"Bajada Pucara",,,,,"Córdoba Capital","Córdoba Capital",Córdoba,Argentina,-1,,,-31.5916865,-64.3521286,,,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213594,"CeSAC N° 37","Centro de Salud Público","Av. de los Corrales",6476,,"Av. Lisandro de la Torre",,Mataderos,"COMUNA 9","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.66220737,-58.49975691,1,,SI,SI,SI,SI,NO,SI,NO,"(011) 4687-2657",,,,,,,"(011) 4687-2657",,,,,,,"(011) 4687-2657",,,,,,,"(011) 4687-2657",,,,,,"Ofrece asesoramiento y realiza interrupción legal del embarazo.",,,,,,,,"(011) 4687-2657",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213595,"CeSAC N° 43","Centro de Salud Público",Fonrouge,4377,,,,"Villa Lugano","COMUNA 8","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.67770959,-58.46674006,1,,SI,NO,SI,SI,NO,SI,NO,"(011) 4123-3111",,,,,,,,,,,,,,"(011) 4123-3111",,,,,,,"(011) 4123-3111",,,,,,"Ofrece asesoramiento y realiza interrupción legal del embarazo.",,,,,,,,"(011) 4123-3111",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213597,CEMIC,Privado,"Avenida Las Heras",2900,,,,Recoleta,CABA,"Ciudad Autónoma De Buenos Aires",Argentina,-1,,,,,,,NO,SI,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213598,"Centro Médico Dr. Stamboulian - Microcentro",Privado,French,3085,,Billinghurst,Palermo,Palermo,"COMUNA 14","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.586441,-58.4064253,1,,NO,NO,SI,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213599,"Unidad Sanitaria El Angosto","Centro de salud Público",,,,,"Comunidad Tinkunaku Ayllus El Angosto del Paraní","Santa Catalina","Santa Catalina",Jujuy,Argentina,1,,,-21.876453,-66.188811,1,,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213600,Lorena,"Centro de Salud Público",Chopin,5136,Departamento,Cazon,Laferrere,Laferrere,"La Matanza","Buenos Aires",Argentina,-1,,,-34.7654719,-58.5976343,,,NO,SI,NO,NO,NO,NO,NO,,1131109304,Carbonelore3530@gmail.com,"8hs a 11hs",Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213601,"Fundacion Tres Mariposas","Organización social","Primera Junta",116,"Bolivar y Gouchon",,,Colón,Colón,"Entre Ríos",Argentina,0,,,-32.223761,-58.1458706,,,SI,SI,NO,NO,NO,NO,NO,03447-420982,fundaciontresmariposas@gmail.com,,,,,,,03447-420982,fundaciontresmariposas@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,03447-420982,fundaciontresmariposas@gmail.com,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213602,"hospital alvarez",,"francisco beiro",3851,,"ricardo gutierrez",,"Villa Devoto","Villa Devoto","Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.6027562,-58.506803,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213603,Prueba,,7,776,,47,"Casco urbano",Agronomía,Agronomía,"Ciudad Autónoma De Buenos Aires",Argentina,-1,,,,,,,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Nolz,gtincho@genosha.com.ar,324342432432423423
213604,"Prueba > Centro Médico Deragopyan",,Amenabar,1331,,,Belgrano,"San Martin De Los Andes",Lácar,Neuquén,Argentina,-1,"Centro de Salud Privado",,-34.6041692,-58.3887494,,,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,NO,NO,NO,NO,"Martin Rabaglia 1",tinch1oforever@gmail.com,+54911231866243
213605,"Clínica Ciudad de la vida",,Alberti,447,,,,Cosquín,Punilla,Córdoba,Argentina,-1,,,,,,,NO,SI,SI,SI,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,"Martin Rabaglia",tinchoforever@gmail.com,+5491123866243
213606,"Hospital Italiano",,"Juan Domingo Perón",4230,,,,Reconquista,"General Obligado","Santa Fe",Argentina,-1,,,,,,,SI,SI,SI,SI,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betianaa,,1144445555
213607,"Hospital regional",,"Avenida Belgrano",,,,,"Ramos Mejía","La Matanza","Buenos Aires",Argentina,-1,,,-27.7790402,-64.26128,,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,betiana.caceres@huesped.org.ar,
213609,"Otra mas",,,,,,Almagro,Almagro,"Comuna 5","Buenos Aires",Argentina,-1,,,,,,,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,betiana.caceres@huesped.org.ar,
213610,"Una mas",,,,,,Almagro,Almagro,"Comuna 5","Buenos Aires",Argentina,-1,,,,,,,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,betiana.caceres@huesped.org.ar,
213611,Sarasa,Otro,,,,,Almagro,Almagro,"Comuna 5","Buenos Aires",Argentina,-1,,,-34.6105034,-58.421816400000004,,,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,,1111111111
213612,Prueba,"Organismo público",Calle,123,,,Caballito,Caballito,"Comuna 6","Buenos Aires",Argentina,-1,,,,,,,NO,SI,NO,SI,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,betiana.caceres@huesped.org.ar,
213613,"Hospital de General Fernández Oro","Centro de salud público","Av. Cipolletti",S/n,,Pueyrredón,"General Fernandez Oro","General Fernandez Oro","General Roca","Río Negro",Argentina,-1,,,,,,,SI,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,"Renzo Lavin",renlavin@gmail.com,1162903799
213614,"Hospital de General Fernández Oro","Centro de salud público","Ah. Cipolletti",S/n,,Pueyrredón,"General Fernandez Oro","General Fernandez Oro","General Roca","Río Negro",Argentina,-1,,,,,,,SI,SI,SI,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,"Renzo Lavin",renlavin@gmail.com,1162903799
213615,"Centro de Salud Altamirano","Centro de salud público","Sebastián Echeverría","sin número",,"Los Nogales",Brandsen,Brandsen,Brandsen,"Buenos Aires",Argentina,-1,,,-35.1739889,-58.23643010000001,,0.7,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213616,"Centro Salud Las Mandarinas","Centro de salud público",Azcuénaga,"sin número",,"Hansen Magdalena de Fait",Brandsen,Brandsen,Brandsen,"Buenos Aires",Argentina,-1,,,-35.1680865,-58.2395315,,0.7,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213617,"Hospital Municipal Dr. Francisco Caram","Hospital Público","Ruta 29","Km. 1,5",,,,"Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.1813723,-58.22424940000001,1,0.7,NO,SI,SI,NO,SI,NO,NO,,,,,,,,"(02223) 442774 / 443193",,,,,,,"(02223) 442774 / 443193",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213618,"Unidad Sanitaria Jeppener","Centro de Salud Público",Sargiotti,,,"Moreno (Planta Urbana)","Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.2672751,-58.1863778,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213619,"Unidad Sanitaria Loma Verde - Gral. Paz","Centro de Salud Público",RP215,677,,,"Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.1447574,-58.2027162,1,,NO,NO,NO,SI,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213620,"Unidad Sanitaria La Dolly","Centro de Salud Público","La Espadaña",,,"Venado Tuerto","Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.1647407,-58.2283828,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,"(02223) 44-5995",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02223) 44-5995",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213621,"Unidad Sanitaria Los Pinos","Centro de Salud Público","Calle 10",,,"Sargyotti .","Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.1755237,-58.2229977,1,,SI,NO,NO,SI,NO,SI,NO,"(02223) 44-5995",,,,,,,,,,,,,,,,,,,,,"(02223) 49-0502",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02223) 49-0502",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213622,"Unidad Sanitaria La Posada","Centro de Salud Público","Autovia 2",,,,"Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.1468485,-58.0472551,1,,SI,NO,NO,SI,NO,SI,NO,"(02223) 49-0502",,,,,,,,,,,,,,,,,,,,,"(02223) 49-0502",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02223) 49-0502",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213623,"Unidad Sanitaria Altamirano","Centro de Salud Público","Los Nogales",,,"Sebastían Echeverría",Altamirano,Altamirano,Brandsen,"Buenos Aires",Argentina,1,,,-35.36340462,-58.15260108,1,,SI,NO,NO,NO,NO,SI,NO,"(02223) 49-8127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(02223) 49-8127",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213624,"Unidad Sanitaria Las Mandarinas","Centro de Salud Público",Azcuénaga,,,Hansen,"Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.15947098,-58.24395012,1,,SI,NO,NO,NO,NO,SI,NO,"(02223) 44-5884",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213625,"Movil De Asistencia Sanitaria Integral Asi","Centro de Salud Público","Saenz Peña",,,,"Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.16139931,-58.24139583,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213626,"Unidad Sanitaria La Parada","Centro de Salud Público",,,,,"Coronel Brandsen","Coronel Brandsen",Brandsen,"Buenos Aires",Argentina,1,,,-35.15095045,-58.24031479,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213627,"Unidad Sanitaria Gomez","Centro de Salud Público",Gagio,,,Truco,Gomez,Gomez,Brandsen,"Buenos Aires",Argentina,1,,,-35.06888504,-58.16546916,1,,SI,NO,NO,SI,NO,SI,NO,"(02223) 49-5080",,,,,,,,,,,,,,,,,,,,,"(02223) 49-5080",,,,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(02223) 49-5080",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213628,"Centro de Salud Dr. René Favaloro","Centro de salud público","Alto Rio Senguer",1350,,,"Puerto Madryn","Puerto Madryn",Viedma,Chubut,Argentina,-1,,,,,,,SI,NO,SI,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Jesica,jesicablok@hotmail.com,
213629,"Hospital Mariano Moreno Dr. Carlos Burdes","Hospital público",,,,,,"Mariano Moreno",Zapala,Neuquén,Argentina,1,,,-38.7624321,-70.0369161,1,,NO,SI,NO,NO,SI,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,betiana.caceres@huesped.org.ar,
213630,"CAPS San Jorge","Centro de salud público",,,,,,"San Fernando del Valle de Catamarca",Catamarca,Catamarca,Argentina,-1,,,-28.4896796,-65.7904015,1,0.9,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213631,"CEPAT CIS (Exhumaraya)","Centro de salud público",,,,,,"San Fernando del Valle de Catamarca",Catamarca,Catamarca,Argentina,-1,,,-28.4378674,-65.7886263,1,0.5,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213632,"Hospital seccional El Alto","Hospital Público",Principal,,,,"A 1 cuadra de la municipalidad","El Alto","El Alto",Catamarca,Argentina,1,,,-28.313182,-65.3645978,1,0.5,NO,SI,NO,NO,SI,NO,NO,,,,,,,,"(03834) 15252191",,"Lunes a Viernes 7 a 9 hs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213633,"Dirección de Salud UNR","Establecimiento educativo",Alvear,724,,,,Rosario,Rosario,"Santa Fe",Argentina,1,,,-32.942496,-60.654496,1,,SI,SI,SI,SI,NO,SI,SI,"(0341) 4259296",,,,,,,"(0341) 4259296",,"Lunes de 8 a 10 hs.",,,,,"(0341) 4259296",,"Lunes a viernes de 12 a 18 hs.",,,,,"(0341) 4259296",,"Viernes de 9 a 11 hs.",,,,"No esta confirmado que asesore o realice interrupción legal del embarazo",,,,,,,,"(0341) 4259296",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Betiana,betiana.caceres@huesped.org.ar,
213634,Prueba,"Centro de salud público",Prueba,P,,,Rosario,Rosario,"Rosario Department","Santa Fe Province",Argentina,-1,,,,,,,NO,SI,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,Prueba,betiana.caceres@huesped.org.ar,
213635,"Secretaría de Salud Municipal","Organismo público",Sarmiento,680,,,"Comodoro Rivadavia","Comodoro Rivadavia",Escalante,Chubut,Argentina,1,,,-45.8602002,-67.4842553,1,,NO,SI,NO,NO,NO,NO,NO,,,,,,,,"(0297) 446 1153",,,Laboratorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,"Betiana Caceres",betiana.caceres@huesped.org.ar,01169375796
213636,"Agrupacion Iv Misiones","Organización Social","San Martín",2070,,,,Posadas,Posadas,Misiones,Argentina,-1,,,-27.3862704,-55.9691551,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(0376) 15-4657242",sanagrumis@yahoo.com.ar,,"Legal Reymundo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
213637,"C.A.P.S N° 32 Itaembe Mini","Centro de salud público","Av. 147",,,"Av. 170",,Posadas,Posadas,Misiones,Argentina,-1,,,-27.3621374,-55.9008746,1,0.5,NO,NO,SI,NO,NO,NO,NO,,,,,,,,,,,,,,,"(03752) 59-5511",,,"Dra. Fragueiro Mónica Del C.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
