134732,"CeSAC N° 10",,"Av. Amancio Alcorta",1402,,,Barracas,Barracas,Barracas,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.6334209,-58.38349511,1,0,SI,SI,SI,SI,NO,SI,NO,4304-2002,,,,,,,4304-2002,,,,,,,4304-2002,,,,,,,4304-2002,,,,,,,,,,,,,,4304-2002,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134742,"CeSAC N° 11",,Agüero,940,,,Balvanera,Balvanera,Balvanera,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.5988478,-58.41068799,1,1,SI,NO,SI,SI,NO,SI,NO,4864-1446,,,,,,,,,,,,,,4864-1446,,,,,,,4864-1446,,,,,,,,,,,,,,4864-1446,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134752,"CeSAC N° 12",,"Av. Olazabal",3960,,,"Villa Urquiza","Villa Urquiza","Villa Urquiza","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.56989907,-58.4741815,1,1,SI,NO,SI,SI,NO,SI,NO,4543-2494,cesac12pirovano@hotmail.com,,,,,,,,,,,,,4543-2494,cesac12pirovano@hotmail.com,,,,,,4543-2494,cesac12pirovano@hotmail.com,,,,,,,,,,,,,4543-2494,cesac12pirovano@hotmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134762,"CeSAC N° 13",,"Av. Directorio",4210,,,"Parque Avellaneda","Parque Avellaneda","Parque Avellaneda","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.64440002,-58.48323588,1,0,SI,SI,SI,SI,NO,SI,NO,4671-5693,,,,,,,4671-5693,,,,,,,4671-5693,,,,,,,4671-5693,,,,,,,,,,,,,,4671-5693,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134772,"CeSAC N° 14",,"Dr. Horacio Casco",4446,,,"Villa Lugano","Villa Lugano","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.66032477,-58.47425154,1,0,SI,NO,SI,SI,NO,SI,NO,"4602-6527 / 5928",,,,,,,,,,,,,,"4602-6527 / 5928",,,,,,,"4602-6527 / 5928",,,,,,,,,,,,,,"4602-6527 / 5928",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134782,"CeSAC N° 15",,"Humberto Primo",470,,,"San Telmo","San Telmo","San Telmo","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.62088653,-58.3724546,1,1,SI,SI,SI,SI,NO,SI,NO,"4361-4938 / 9006",,,,,,,"4361-4938 / 9006",,,,,,,"4361-4938 / 9006",,,,,,,"4361-4938 / 9006",,,,,,,,,,,,,,"4361-4938 / 9006",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134792,"CeSAC N° 16",,"Osvaldo Cruz",2055,,,Barracas,Barracas,Barracas,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.65182636,-58.37467802,1,0,SI,SI,SI,SI,NO,SI,NO,"4302-3803 / 4301-6411",cesac16@hotmail.com,,,,,,"4302-3803 / 4301-6411",cesac16@hotmail.com,,,,,,"4302-3803 / 4301-6411",cesac16@hotmail.com,,,,,,"4302-3803 / 4301-6411",cesac16@hotmail.com,,,,,,,,,,,,,"4302-3803 / 4301-6411",cesac16@hotmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134802,"CeSAC N° 18",,"José Batlle y Ordóñez",,,Miralla,"Villa Lugano","Villa Lugano","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.67378115,-58.46800997,1,0,SI,SI,SI,SI,NO,SI,NO,4638-7226,,,,,,,4638-7226,,,,,,,4638-7226,,,,,,,4638-7226,,,,,,,,,,,,,,4638-7226,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134812,"Cesac N º 19",,"Av. Curapaligue",1901,,,"Bajo Flores","Bajo Flores",Flores,"Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.6427643,-58.4424021,1,0.9,SI,SI,NO,NO,NO,NO,NO,4925-0992,,,,http://www.buenosaires.gob.ar/areas/salud/sida/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134822,"CeSAC N° 2",,Terrada,5850,,,"Villa Pueyrredón","Villa Pueyrredón","Villa Pueyrredón","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.57655064,-58.50950497,1,0,SI,SI,SI,SI,NO,SI,NO,4572-9520/6798/3581,cesac2pirovano@hotmail.com,,,,,,4572-9520/6798/3581,cesac2pirovano@hotmail.com,,,,,,4572-9520/6798/3581,cesac2pirovano@hotmail.com,,,,,,4572-9520/6798/3581,cesac2pirovano@hotmail.com,,,,,,,,,,,,,4572-9520/6798/3581,cesac2pirovano@hotmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134832,"CeSAC N° 20",,"Ana María Janer",,,Charrúa,"Barrio Rivadavia","Barrio Rivadavia",Flores,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.64936824,-58.43809585,1,,SI,SI,SI,SI,NO,SI,NO,4919-2144,,,,,,,4919-2144,,,,,,,4919-2144,,,,,,,4919-2144,,,,,,,,,,,,,,4919-2144,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134842,"Cesac N º 22",,"Av. Guzmán",90,,,Chacarita,Chacarita,Chacarita,"Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.5924441,-58.4490927,,1,SI,SI,NO,NO,NO,NO,NO,4855-6268,,,,http://www.buenosaires.gob.ar/areas/salud/sida/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134852,"CeSAC N° 24",,"Martínez Castro",,"Pasaje L",Laguna,"Barrio Ramón Carrillo","Barrio Ramón Carrillo","Villa Soldati","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.65807084,-58.45563117,1,,SI,SI,SI,SI,NO,SI,NO,4637-2002,,,,,,,4637-2002,,,,,,,4637-2002,,,,,,,4637-2002,,,,,,,,,,,,,,4637-2002,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134862,"CeSAC N° 29",,"Luis Dellepiane",6999,,,"Barrio Inta","Barrio Inta","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.68465331,-58.48475891,1,,SI,SI,SI,SI,NO,SI,NO,4601-7973,,,,,,,4601-7973,,,,,,,4601-7973,,,,,,,4601-7973,,,,,,,,,,,,,,4601-7973,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134872,"CeSAC N° 3",,"Av. Soldado de La Frontera",5144,,,"Villa Lugano","Villa Lugano","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.68433001,-58.4639934,1,0,SI,SI,SI,SI,NO,SI,NO,4605-7823,,,,,,,4605-7823,,,,,,,4605-7823,,,,,,,4605-7823,,,,,,,,,,,,,,4605-7823,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134882,"CeSAC N° 30",,"Amancio Alcorta",,,Iguazú,"Barrio Zavaleta","Barrio Zavaleta",Barracas,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.6498751,-58.40461616,1,0,SI,SI,SI,SI,NO,SI,NO,4912-2620,cesac30@buenosaires.gob.ar,,,,,,4912-2620,cesac30@buenosaires.gob.ar,,,,,,4912-2620,cesac30@buenosaires.gob.ar,,,,,,4912-2620,cesac30@buenosaires.gob.ar,,,,,,,,,,,,,4912-2620,cesac30@buenosaires.gob.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134892,"CeSAC N° 31",,"Av. Riestra",,,"Ana M. Janer",Flores,Flores,Flores,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.64583064,-58.43367493,1,,SI,NO,SI,SI,NO,SI,NO,4919-3994,cesac31@administracion.net.ar,,,,,,,,,,,,,4919-3994,cesac31@administracion.net.ar,,,,,,4919-3994,cesac31@administracion.net.ar,,,,,,,,,,,,,4919-3994,cesac31@administracion.net.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134902,"CeSAC N° 32",,Charrúa,2900,,,"Barrio Charrúa","Barrio Charrúa",Barracas,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.65413356,-58.4311153,1,0,SI,NO,SI,SI,NO,SI,NO,"4919-7106 ",,,,,,,,,,,,,,"4919-7106 ",,,,,,,"4919-7106 ",,,,,,,,,,,,,,"4919-7106 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134912,"CeSAC N° 33",,"Av. Córdoba",5741,,,Chacarita,Chacarita,Chacarita,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.58637267,-58.44161714,1,1,SI,SI,SI,SI,NO,SI,NO,4770-9202,,,,,,,4770-9202,,,,,,,4770-9202,,,,,,,4770-9202,,,,,,,,,,,,,,4770-9202,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134922,"CeSAC N° 34",,"Gral. José Gervasio Artigas",2262,,,Paternal,Paternal,Paternal,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.60663973,-58.47825676,1,1,SI,NO,SI,SI,NO,SI,NO,4585-1514,cesac34alvarez@gmail.com,,,,,,,,,,,,,4585-1514,cesac34alvarez@gmail.com,,,,,,4585-1514,cesac34alvarez@gmail.com,,,,,,,,,,,,,4585-1514,cesac34alvarez@gmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134932,"CeSAC N° 35",,Zavaleta,1269,,"Osvaldo Cruz","Villa 21-24","Villa 21-24",Barracas,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.65656023,-58.39909226,1,0,SI,SI,SI,SI,NO,SI,NO,"4301-8720 ","cesac35@hotmail.com ",,,,,,"4301-8720 ","cesac35@hotmail.com ",,,,,,"4301-8720 ","cesac35@hotmail.com ",,,,,,"4301-8720 ","cesac35@hotmail.com ",,,,,,,,,,,,,"4301-8720 ","cesac35@hotmail.com ",,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134942,"CeSAC N° 4",,"Av. Juan Bautista Alberdi",,,Pilar,Mataderos,Mataderos,Mataderos,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.65562341,-58.50691286,1,0,SI,NO,SI,SI,NO,SI,NO,4686-6660,,,,,,,,,,,,,,4686-6660,,,,,,,4686-6660,,,,,,,,,,,,,,4686-6660,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134952,"CeSAC N° 5",,"Av. Luis Piedrabuena",3200,,,"Villa 15 (Ciudad Oculta)","Villa 15 (Ciudad Oculta)","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.67103889,-58.49451168,1,,SI,SI,SI,SI,NO,SI,NO,4687-0494/1672,,,,,,,4687-0494/1672,,,,,,,4687-0494/1672,,,,,,,4687-0494/1672,,,,,,,,,,,,,,4687-0494/1672,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134962,"CeSAC N° 6",,"Mariano Acosta",3673,,"Int. Francisco Rabanal (ex Roca)","Villa Soldati","Villa Soldati","Villa Soldati","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.66674238,-58.44129204,1,0,SI,NO,SI,SI,NO,SI,NO,4918-4879,,,,,,,,,,,,,,4918-4879,,,,,,,4918-4879,,,,,,,,,,,,,,4918-4879,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134972,"Cesac N º 7",,Montiel,"sin número",,,"Barrio Piedrabuena","Barrio Piedrabuena","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,-1,,,,,1,,SI,SI,NO,NO,NO,NO,NO,4602-5161,,,,http://www.buenosaires.gob.ar/areas/salud/sida/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134982,"CeSAC N° 8",,"Av. Osvaldo Cruz",3485,,,"Villa 21/24","Villa 21/24",Flores,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.65600073,-58.39727211,1,,SI,SI,SI,SI,NO,SI,NO,4302-3825,,,,,,,4302-3825,,,,,,,4302-3825,,,,,,,4302-3825,,,,,,,,,,,,,,4302-3825,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
134992,"CeSAC N° 9",,Irala,1254,,,"La Boca","La Boca","La Boca","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.64010709,-58.365908,1,0,SI,SI,SI,SI,NO,SI,SI,4302-9983,cesac9@gmail.com,"8 a 18 hs.",,,,,4302-9983,cesac9@gmail.com,"8 a 18 hs.",,,,,4302-9983,cesac9@gmail.com,,,,,,4302-9983,cesac9@gmail.com,"8 a 18 hs.",,,,,,,,,,,,4302-9983,cesac9@gmail.com,"8 a 18 hs.",,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135002,"CeSAC N° 25",,"Av. Antártida Argentina",,,Letonia,"Villa 31","Villa 31",Retiro,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.5890426,-58.3705607,1,,SI,NO,SI,SI,NO,SI,NO,"4315-1553 ",,,,,,,,,,,,,,"4315-1553 ",,,,,,,"4315-1553 ",,,,,,,,,,,,,,"4315-1553 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135012,"CeSAC N° 27",,Arias,3783,,,Saavedra,Saavedra,Saavedra,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.54764718,-58.48683662,1,0,SI,NO,SI,SI,NO,SI,NO,4543-2998,"centro de salud27@gmail.com",,,,,,,,,,,,,4543-2998,"centro de salud27@gmail.com",,,,,,4543-2998,"centro de salud27@gmail.com",,,,,,,,,,,,,4543-2998,"centro de salud27@gmail.com",,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135022,"CeSAC N° 41",,"Ministro Brin",843,,,"La Boca","La Boca","La Boca","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.63132668,-58.35792476,1,0,SI,SI,SI,SI,NO,SI,SI,4361-8736,,,,,,,4361-8736,,,,,,,4361-8736,,,,,,,4361-8736,,,,,,,,,,,,,,4361-8736,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135032,"CeSAC N° 17",,"El Salvador",4087,,,Palermo,Palermo,Palermo,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.59260201,-58.4203307,1,0,SI,NO,SI,SI,NO,SI,NO,4862-1886,cesac17@gmail.com,,,,,,,,,,,,,4862-1886,cesac17@gmail.com,,,,,,4862-1886,cesac17@gmail.com,,,,,,,,,,,,,4862-1886,cesac17@gmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135042,"CeSAC N° 26",,Gurruchaga,1939,,,Palermo,Palermo,Palermo,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.58723778,-58.42564414,1,1,SI,NO,SI,SI,NO,SI,NO,4897-2156,,,,,,,,,,,,,,4897-2156,,,,,,,4897-2156,,,,,,,,,,,,,,4897-2156,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135052,"CeSAC N° 28",,Cafayate,5388,,,"Villa Lugano","Villa Lugano","Villa Lugano","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.68840829,-58.46357265,1,0,SI,NO,SI,SI,NO,SI,NO,4605-2148,apsantojanni@hotmail.com,,,,,,,,,,,,,4605-2148,apsantojanni@hotmail.com,,,,,,4605-2148,apsantojanni@hotmail.com,,,,,,,,,,,,,4605-2148,apsantojanni@hotmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135062,"CeSAC N° 36",,Mercedes,1371,,,Floresta,Floresta,Floresta,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.62178797,-58.49174739,1,0,SI,NO,SI,SI,NO,SI,NO,4567-1891,cesac36@yahoo.com.ar,,,,,,,,,,,,,4567-1891,cesac36@yahoo.com.ar,,,,,,4567-1891,cesac36@yahoo.com.ar,,,,,,,,,,,,,4567-1891,cesac36@yahoo.com.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135072,"Cesac Nº 39",,"24 De Noviembre",1679,,,"Parque Chacabuco","Parque Chacabuco","Parque Chacabuco","Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.6307935,-58.40976849999999,,0.9,SI,SI,NO,NO,NO,NO,NO,4911-3576,,,,http://www.buenosaires.gob.ar/areas/salud/sida/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135082,"CeSAC N° 40",,"Av. Cnel. Esteban Bonorino",1729,,,"Bajo Flores","Bajo Flores",Flores,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.6449084,-58.44585979,1,0,SI,SI,SI,SI,NO,SI,NO,4631-4554,,,,,,,4631-4554,,,,,,,4631-4554,,,,,,,4631-4554,,,,,,,,,,,,,,4631-4554,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135092,"CeSAC N° 19",,Curapaligüe,1905,,,"Bajo Flores","Bajo Flores",Flores,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.64347653,-58.44188654,1,0,SI,SI,SI,SI,NO,SI,NO,4925-0992,,,,,,,4925-0992,,,,,,,4925-0992,,,,,,,4925-0992,,,,,,,,,,,,,,4925-0992,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135102,"CeSAC N° 21",,"Gendarmería Nacional",528,"Entre 6 y 8",,"Villa 31","Villa 31",Retiro,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.58469047,-58.3732456,1,0,SI,SI,SI,SI,NO,SI,NO,4313-6985,,,,,,,4313-6985,,,,,,,4313-6985,,,,,,,4313-6985,,,,,,,,,,,,,,4313-6985,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135112,"CeSAC N° 22",,Guzmán,90,,,"Villa Crespo","Villa Crespo","Villa Crespo","Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.59210268,-58.44951634,1,1,SI,SI,SI,SI,NO,SI,NO,"4855-6268 ",,,,,,,"4855-6268 ",,,,,,,"4855-6268 ",,,,,,,"4855-6268 ",,,,,,,,,,,,,,"4855-6268 ",,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135122,"Cesac Nro 30",,Alcorta,"sin número",,Iguazú,"Barrio Illia","Barrio Illia","Nueva Pompeya","Ciudad Autónoma De Buenos Aires",Argentina,-1,,,-34.6492161,-58.4067425,1,,SI,NO,NO,NO,NO,NO,NO,,,"8:00 a 15:00",,,"Ubicación: Sala de Espera",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
135132,"CGPC  N° 10",,Bacacay,3968,,,Floresta,Floresta,Floresta,"Ciudad Autónoma De Buenos Aires",Argentina,1,,,-34.6318455,-58.4835581,1,1,SI,NO,NO,NO,NO,NO,NO,4636-2898/2490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
