211723,"Unidad Sanitaria Mauricio Hirsch","Centro de salud ","Zona Rural",,,,"Mauricio Hirsch","Mauricio Hirsch","Carlos Casares","Buenos Aires",Argentina,1,,,-35.5874596,-61.5399208,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211724,"Unidad Sanitaria Moctezuma","Centro de salud ","San Martín",,,,Moctezuma,Moctezuma,"Carlos Casares","Buenos Aires",Argentina,1,,,-35.477836,-61.4956391,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02395-491011,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211725,"Unidad Sanitaria Ordoqui","Centro de salud ","Zona Rural",,,,Ordoqui,Ordoqui,"Carlos Casares","Buenos Aires",Argentina,1,,,-35.8811378,-61.1608467,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211726,"Sala De P. Aux. Sind. De Trabajadores Y Empleados ...","Centro de salud ",Moreno,287,,,"Carlos Casares","Carlos Casares","Carlos Casares","Buenos Aires",Argentina,1,,,-35.6291075,-61.3698469,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211727,"Centro Periferico Dr. Jose Passerini","Centro de salud ","Av. San Martín",,,,"Carlos Casares","Carlos Casares","Carlos Casares","Buenos Aires",Argentina,1,,,-35.6123798,-61.370801,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02395-454416,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211728,"Sala De Primeros Auxilios Dr. Roberto Gutierrez","Centro de salud ","9 de Julio",,,Lavalle,"Carlos Casares","Carlos Casares","Carlos Casares","Buenos Aires",Argentina,1,,,-35.6229553,-61.3539568,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02395-452863,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211729,Cic,"Centro de salud ","Buenos Aires",,,"Entre Rios","Carlos Casares","Carlos Casares","Carlos Casares","Buenos Aires",Argentina,1,,,-35.6233827,-61.343025,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211730,"Unidad Sanitaria Colonia Sere","Centro de salud ","Carlos Tejedor",522,,,"Carlos Tejedor","Carlos Tejedor","Carlos Tejedor","Buenos Aires",Argentina,1,,,-35.4360996,-62.7231587,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02357-492027,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211731,"Unidad Sanitaria Curarú","Centro de salud ","Av. Entre Ríos",,,,"Carlos Tejedor","Carlos Tejedor","Carlos Tejedor","Buenos Aires",Argentina,1,,,-35.6386412,-62.1963482,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02357-493082/078,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211732,"Hospital Municipal J. Horacio Resano",Hospital,"Segundo Miguez",268,,,"Carlos Tejedor","Carlos Tejedor","Carlos Tejedor","Buenos Aires",Argentina,1,,,-35.1922835,-62.7783854,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03388-492222,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211733,"Unidad Sanitaria Timote","Centro de salud ","Jose Ingenieros",,,,"Carlos Tejedor","Carlos Tejedor","Carlos Tejedor","Buenos Aires",Argentina,1,,,-35.3466449,-62.2231043,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02357-491012,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211734,"Centro Comunitario Polivalente Municipal","Centro de salud ","República de Italia",,,,"Carlos Tejedor","Carlos Tejedor","Carlos Tejedor","Buenos Aires",Argentina,1,,,-35.3925291,-62.4218791,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02357-420801,dirsalud_ctejedor@yahoo.com.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211735,"Sala De Primeros Auxilios Santa Maxima","Centro de salud ","Avenida Libertad",,,,Arboledas,Arboledas,Daireaux,"Buenos Aires",Argentina,1,,,-36.8838184,-61.4869685,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02316-491032,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211736,"Hospital Municipal Dr. Pedro Mario Romanazzi","Centro de salud ",Caseros,1136,,,Daireaux,Daireaux,Daireaux,"Buenos Aires",Argentina,1,,,-36.5954123,-61.7487518,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02316-453297/2809,hospitaldx@dxred.com.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211737,"Hospital Municipal Dr. Luis Tabares Salazar",Hospital,"Hipolito Yrigoyen",190,,,Daireaux,Daireaux,Daireaux,"Buenos Aires",Argentina,1,,,-36.3047764,-62.1987434,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02393-492124,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211738,"Centro De Salud Ramon Carrillo","Centro de salud ",Golondrinas," ",,,Daireaux,Daireaux,Daireaux,"Buenos Aires",Argentina,1,,,-36.6062904,-61.755079,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02316-453529,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211739,"Sala De Primeros Auxilios Dr. Jorge O. Carle","Centro de salud ",Florida," ",,,Daireaux,Daireaux,Daireaux,"Buenos Aires",Argentina,1,,,-36.6011906,-61.7621351,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02316-453516,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211740,"Centro De Salud De Cañada Seca","Centro de salud ",Sarmiento,,,,"Cañada Seca","Cañada Seca","General Villegas","Buenos Aires",Argentina,1,,,-34.4171224,-62.9604562,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03382-494011,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211741,"Centro De Salud De Emilio V. Bunge","Centro de salud ","Emilio Bunge",,,"San Martín  ","General Villegas","General Villegas","General Villegas","Buenos Aires",Argentina,1,,,-34.7815007,-63.1962509,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03388-493231,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211742,"Hospital Municipal De General Villegasnuestra Seño...",Hospital,"R. Isturiz",,,,"General Villegas","General Villegas","General Villegas","Buenos Aires",Argentina,1,,,-35.0326402,-63.0148417,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03388-423629/30/31/34,hospitalmunicipal@gmail.com,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211743,"Centro De Salud De Piedritasnepomuceno","Centro de salud ",Rivadavia,490,,,"General Villegas","General Villegas","General Villegas","Buenos Aires",Argentina,1,,,-34.768798,-62.9848441,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03388-494048,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211744,"Centro De Salud De Villa Sauce","Centro de salud ","Domingo F Sarmiento",,,,"Villa Sauce","Villa Sauce","General Villegas","Buenos Aires",Argentina,1,,,-35.283065,-63.3648338,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03388-497063,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211745,"Centro De Salud De Santa Regina","Centro de salud ",Rivadavia,,,,"General Villegas","General Villegas","General Villegas","Buenos Aires",Argentina,1,,,-34.5505558,-63.1730913,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03382-495107,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211746,"Centro De Salud De Villa Saboya","Centro de salud ","Victor Manuel",,,,"Villa Saboya","Villa Saboya","General Villegas","Buenos Aires",Argentina,1,,,-34.4601936,-62.6493404,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03382-496019,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211747,"Centro De Salud Banderalo","Centro de salud ","Facundo La Rosa",,,,Banderalo,Banderalo,"General Villegas","Buenos Aires",Argentina,1,,,-35.014812,-63.375707,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03388-499091,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211748,"Sala De Primeros Auxilios Eva Peron","Centro de salud ","La Fraternidad",294,,,Henderson,Henderson,"Hipólito Yrigoyen","Buenos Aires",Argentina,1,,,-36.3030505,-61.7100147,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211749,"Sala De Primeros Auxilios Ramon Carrillo","Centro de salud ","Diagonal 25 de Mayo",,,,Henderson,Henderson,"Hipólito Yrigoyen","Buenos Aires",Argentina,1,,,-36.2971821,-61.7144796,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211750,"Unidad Sanitaria Dr. Jorge Aguilar","Centro de salud ","Martín Fierro",,,"11 de Noviembre","Carlos María Naon","Carlos Maria Naon","9 De Julio","Buenos Aires",Argentina,1,,,-35.2385147,-60.8271886,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-498024,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211753,"Hospital Municipal Enriqueta Dudignac",Hospital,"Dr. Sampietro",1044,,,Dudignac,Dudignac,"9 De Julio","Buenos Aires",Argentina,1,,,-35.6473263,-60.7047579,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-492018,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211755,"Unidad Sanitaria Morea","Centro de salud ","Dr. Murua",,,,Morea,Morea,"25 De Mayo","Buenos Aires",Argentina,1,,,-35.5545632,-60.5620404,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-498009,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211756,"Hospital Zonal General De Agudos Julio De Vedia",Hospital,"Avenida Tomás Cosentino",1223,,,"Nueve de Julio","Nueve de Julio","9 De Julio","Buenos Aires",Argentina,1,,,-35.4376794,-60.8804338,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-422196/501/430025,NULL,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211757,"Unidad Sanitaria Patricios","Centro de salud ","Carlos Pellegrini",,,Saavedra,"Nueve De Julio","Nueve de Julio","9 De Julio","Buenos Aires",Argentina,1,,,-35.4406552,-60.7150345,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-499107,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211758,"Unidad Sanitaria Esteban Solabarrieta","Centro de salud ","Luis Re",,,"Esteban Solabarrieta  ","La Nina","La Nina","9 De Julio","Buenos Aires",Argentina,1,,,-35.4034386,-61.2048302,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-493062,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211760,"Unidad Sanitaria Dr. Norman Moscato","Centro de salud ","9 de Julio",900,,,"Punta Alta","Punta Alta","Coronel Leonardo Rosales","Buenos Aires",Argentina,1,,,-38.8724478,-62.0703874,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02317-423246,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211766,"Unidad Sanitaria Dr. Cumba De Francisco Madero","Centro de salud ","Roque Saenz Peña",,,"Hipólito Irigoyen","Francisco Madero","Francisco Madero",Pehuajó,"Buenos Aires",Argentina,1,,,-35.8513756,-62.0648193,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-497033/343,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211767,"Unidad Sanitaria Elena Rogero","Centro de salud ","Gral. San Martín",,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8190562,-61.9009342,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211768,"Hospital Local Dr. Francisco Benincasa",Hospital,"Juan Jose Paso",141,,,Pehuajo,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8591483,-62.0656324,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-498051,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211769,"Unidad Sanitaria Dr. B. Loza","Centro de salud ","Tres de Febrero",50,,,Magdala,Magdala,Pehuajó,"Buenos Aires",Argentina,1,,,-36.0848427,-61.7234421,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211770,"Unidad Sanitaria Dr. Allieni De Mones Cazon","Centro de salud ","Manuel Quintana  ",165,,,"Mones Cazón","Mones Cazon",Pehuajó,"Buenos Aires",Argentina,1,,,-36.2277985,-62.0043983,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-496171,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211771,"Unidad Sanitaria Dr. Cipolla","Centro de salud ","La Pastora",,,,Pehuajo,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.9195542,-61.8146027,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-484912,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211772,"Hospital Zonal Dr. Juan Carlos Aramburu",Hospital,"Deán Funes",56,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8019371,-61.898387,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-472203/3230,hospitalaramburu@infovia.com.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211773,"Centro De Atención Primaria De La Salud Dr. Ferrey...","Centro de salud ","Juan Bautista Alberdi",178,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8144701,-61.8897161,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-15623071,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211774,"Centro De Atención Primaria De La Salud Dr. Raúl P...","Centro de salud ","Leandro N. Alem",1701,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8207402,-61.9083463,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-409982,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211775,"Centro De Atención Primaria De La Salud Santa Tere...","Centro de salud ","Manuel trejo",430,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8021258,-61.8859744,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-409984,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211776,"Centro De Atención Primaria De La Salud El Cerrito","Centro de salud ",Andrade,1401,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8238634,-61.8989361,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-15611782,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211777,"Centro De Atención Primaria De La Salud Jose Herna...","Centro de salud ","Clemente Grand",1401,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8107166,-61.8987832,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-409982,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211778,"Centro De Atención Primaria De La Salud Don Doming...","Centro de salud ","Miguel Cane",835,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8202831,-61.8844509,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02396-15611689,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211779,"Centro Integrador Comunitario","Centro de salud ","E. Zanini",,,Maciel,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8107166,-61.8987832,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211780,"Unidad Sanitaria Elena Roger","Centro de salud ","Av. Libertador Gral. José de San Martín",5,,,Pehuajó,Pehuajó,Pehuajó,"Buenos Aires",Argentina,1,,,-35.8193085,-61.8988152,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211781,"Hospital Dr. Guillermo Del Soldato",Hospital,"Av. Ugarte",317,,,Pellegrini,Pellegrini,Pellegrini,"Buenos Aires",Argentina,1,,,-36.2709954,-63.1693313,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02392-498660,hosp_pellegrini@yahoo.com.ar,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211782,"Unidad Sanitaria Sansinena","Centro de salud ","Planta Urbana",,,,Sansinena,Sansinena,Rivadavia,"Buenos Aires",Argentina,1,,,-35.2745398,-63.2140862,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02337-495010,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211783,"Unidad Sanitaria Roosevelt","Centro de salud ","Juan Domingo Peron",,,,Rivadavia,Rivadavia,Rivadavia,"Buenos Aires",Argentina,1,,,-35.8485821,-63.2933747,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02337-493035,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211784,"Centro De Atención Dr. Enrique Groppo","Centro de salud ","Carlos A. Diehl",,,,América,America,Rivadavia,"Buenos Aires",Argentina,1,,,-35.4841809,-62.9730307,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02337-454555/2100,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
211785,"Centro De Atención Dr. Rurilio Manuel Zuccherino","Centro de salud ",Colón,393,,,América,America,Rivadavia,"Buenos Aires",Argentina,1,,,-35.4934935,-62.9673397,1,,SI,NO,NO,SI,NO,SI,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,02337-454518/2100,,,,,,,,,,,,,NO,NO,NO,NO,NO,NO,,,
